"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2019-01-02,"00:27","2019-01-02T00:27Z","UAL259","DEN","UAS",NA,"EWR","Reported a white UAS while NE bound at 1,500 feet 5 W of EWR. No evasive action taken. NJ State Police notified at 609-963-6817.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 W of EWR","AIRPORT"
2019-01-03,"10:19","2019-01-03T10:19Z","MAVERICK26","DEN","UAS",NA,"LAS","Reported a black quad-copter UAS while NW bound at 3,000 feet 3 N of LAS. No evasive action taken. Las Vegas PD notified at 702-267-5126.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 N of LAS","AIRPORT"
2019-01-10,"08:14","2019-01-10T08:14Z","SWA276","DEN","UAS",NA,"N90","Reported a UAS at the same altitude while NNW bound at 5,500 feet 6 NNW of LGA. No evasive action taken. NYPD Aviation Unit notified at 718-692-1220.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NNW of LGA","AIRPORT"
2019-01-25,"22:18","2019-01-25T22:18Z","TROOPER2","DEN","UAS",NA,"ILM","Aircraft advised a UAS above treeline in their vicinity while on the ground 3 W of ILM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 W of ILM","AIRPORT"
2019-02-09,"00:03","2019-02-09T00:03Z","SNIPR01","DEN","UAS",NA,"LSV","Aircraft reported a UAS, 1,000 feet below, while N bound at 15,000 feet, 25 NNW of LSV.No evasive action taken. Las Vegas MetroPD notified via 311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NNW of LSV","AIRPORT"
2019-02-16,"23:34","2019-02-16T23:34Z","N1174X","DEN","UAS",NA,"TUS","Reported 2 quad-copters off left wing while SW bound at 1,000 feet over San Javier Mission 3 W of TUS. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 W of TUS","AIRPORT"
2019-02-25,"23:19","2019-02-25T23:19Z","SWA37","DEN","UAS",NA,"P50","Reported a UAS at same altitude while W bound at 6,500 feet 10 WNW of PHX. No specific description of UAS reported. No evasive action taken. Phoenix PD notified at 602-262-7427.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 WNW of PHX","AIRPORT"
2019-02-25,"23:21","2019-02-25T23:21Z","AAL2025","DEN","UAS",NA,"ZAB","Reported a UAS within 100 feet while E bound at 15,000 feet 33 NE of PHX. No description of the UAS was reported. No evasive action taken. AZ State Police notified at 602-223-2000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NE of PHX","AIRPORT"
2019-02-28,"20:46","2019-02-28T20:46Z","PDT4809","DEN","UAS",NA,"CLT","Reported a silver UAS passing 1,000 feet above aircraft while SW bound at 13,000 feet 30 NE of CLT. No evasive action taken. 911 notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 NE of CLT","AIRPORT"
2019-03-17,"23:24","2019-03-17T23:24Z","N239AJ","DEN","UAS",NA,"CAK","Reported a UAS 100 feet off the left side while NNE bound at 3,000 feet 10 S of CAK. No evasive action reported. Summit County Sheriff at 330-643-2181.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 S of CAK","AIRPORT"
2019-03-18,"01:20","2019-03-18T01:20Z","N442FP","DEN","UAS",NA,"OXC","Reported a UAS near aircraft while 13 SSE of OXC. No evasive action taken. New Haven PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 SSE of OXC","AIRPORT"
2019-03-18,"01:26","2019-03-18T01:26Z","RPA3720","DEN","UAS",NA,"D01","Reported a small silver UAS 1,000 feet below aircraft E bound at 7,500 feet 4 E of DEN. No evasive action taken. Denver Airport OPS notified at 303-342-4200. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 E of DEN","AIRPORT"
2019-03-18,"01:31","2019-03-18T01:31Z",NA,"DEN","UAS",NA,"BFI","Reported a quad-copter UAS at 2,300 feet 8 NW of BFI. No other information available.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NW of BFI","AIRPORT"
2019-03-18,"03:22","2019-03-18T03:22Z","RANGR825","DEN","UAS",NA,"MAF","Reported a black UAS while W bound at 5,000 feet 10 SW of MAF. Aircraft climbed and turn to avoid UAS. Ector County Sheriff notified at 432-335-3050.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 SW of MAF","AIRPORT"
2019-03-18,"03:27","2019-03-18T03:27Z","N56BU","DEN","UAS",NA,"D10","Reported a white UAS 500 feet below aircraft while NW bound at 4,000 feet 5 E of DAL. No evasive action taken. DFW DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 E of DAL","AIRPORT"
2019-03-18,"03:31","2019-03-18T03:31Z","N706HP","DEN","UAS",NA,"PBI","Reported a UAS off side 100 feet while aircraft at 2,000 feet 10 S of PBI. No evasive action taken. Palm Beach Sheriff notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 S of PBI","AIRPORT"
2019-03-18,"04:18","2019-03-18T04:18Z","AAL2399","DEN","UAS",NA,"D10","Reported passing over a UAS at 11,000 feet while NE bound 50 SW of DFW. No evasive action taken. DFW DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 SW of DFW","AIRPORT"
2019-03-18,"04:23","2019-03-18T04:23Z","N341N","DEN","UAS",NA,"I90","Reported a 6 foot in diameter white quad copter UAS 300 feet above aircraft at 11,000 feet 15 S of IAH. No evasive action taken. Houston PD notified at 713-884-3131.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 S of IAH","AIRPORT"
2019-03-18,"04:51","2019-03-18T04:51Z","ENY3994","DEN","UAS",NA,"ELP","Reported a white UAS off left wing while NE bound at 8,800 feet 4 E of ELP. No evasive action taken. ELP DPS notified at 915-849-4080.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 E of ELP","AIRPORT"
2019-03-25,"02:02","2019-03-25T02:02Z","SKW3628","DEN","UAS",NA,"A80","Aircraft observed UAS 35 NW of ATL. No evasive action taken. LEO notification was not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 NW of ATL","AIRPORT"
2019-03-25,"02:15","2019-03-25T02:15Z","N4692N","DEN","UAS",NA,"SW1","Late report from flight service. Aircraft reported a UAS from left side at 2,200, 15 NW of CON. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NW of CON","AIRPORT"
2019-03-25,"05:57","2019-03-25T05:57Z","DAL94","DEN","UAS",NA,"A80","Aircraft observed a UAS 17 N of GVL. No evasive action taken. Law enforcement not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17 N of GVL","AIRPORT"
2019-03-26,"21:33","2019-03-26T21:33Z","N4940W","DEN","UAS",NA,"CVG","Reported a black UAS at 3 o'clock position at same altitude while SSW bound at 6,000 feet 10 S of CVG. No evasive action taken. CVG PD at 859-767-7777.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 S of CVG","AIRPORT"
2019-03-31,"02:54","2019-03-31T02:54Z","SKW3403","DEN","UAS",NA,"SNA","Reported a black UAS off right wing at 2,000 feet 1 N of SNA. No evasive action taken. Orange County Sheriff at 949-252-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 N of SNA","AIRPORT"
2019-04-01,"04:43","2019-04-01T04:43Z","N123HK","DEN","UAS",NA,"I90","Reported a red UAS while N bound at 15,000 feet 5 E of IAH. No evasive action taken. FBI notified at 713-693-5000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 E of IAH","AIRPORT"
2019-04-01,"04:53","2019-04-01T04:53Z","DAL2215","DEN","UAS",NA,"S46","Reported a red UAS at 3 o'clock 500 feet below while SSE bound at 4,000 feet 12 SSE of SEA. No evasive action taken. University Place PD notified at 253-798-4722. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 SSE of SEA","AIRPORT"
2019-04-03,"05:18","2019-04-03T05:18Z","SWA928","DEN","UAS",NA,"AUS","Reported UAS at 3 o'clock 600 FT below while W bound at 2,600 FT 6 NNE of AUS. No evasive action taken. Austin PD notified at 512-974-5750.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NNE of AUS","AIRPORT"
2019-04-06,"08:10","2019-04-06T08:10Z",NA,"DEN","UAS",NA,"PHX","PHX ATCT reported a 2 rotor UAS at 1,000 feet 5 NW of PHX. PHX PD notified at 602-273-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NW of PHX","AIRPORT"
2019-04-07,"09:00","2019-04-07T09:00Z","N6TC","DEN","UAS",NA,"BUR","Reported a UAS while S bound at 1,500 feet 10 ESE of VNY. Pilot reported taking evasive action to avoid. LAPD Aviation notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 ESE of VNY","AIRPORT"
2019-04-11,"05:39","2019-04-11T05:39Z","LANDMARK","DEN","UAS",NA,"LAS","Tour Helicopter reported a UAS at 3 O'clock, same altitude while E bound at 3,500, 5 E of LAS. No evasive action taken. Las Vegas Metro PD notified at 702-261-5135.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 E of LAS","AIRPORT"
2019-04-15,"20:22","2019-04-15T20:22Z","N739YZ","DEN","UAS",NA,"BUR","Aircraft reported a UAS while W bound at12 O'clock at 2,300, 9.5 E of BUR. No evasive action taken. Pasadena PD notified at 626-744-3333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.5 E of BUR","AIRPORT"
2019-04-21,"10:39","2019-04-21T10:39Z","AIR1","DEN","UAS",NA,"OKC","Reported a UAS with blue and green lights and a camera from the 12 o'clock position while W bound at 1,100 feet 5 NE of OKC. Aircraft turned to avoid UAS. Oklahoma PD notified at 405-297-1182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NE of OKC","AIRPORT"
2019-04-22,"08:51","2019-04-22T08:51Z","DAL574","DEN","UAS",NA,"SW1","Reported a black quadcopter UAS from 10 o'clock position while WSW bound at 2,900 feet 10 ENE of LAX. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 ENE of LAX","AIRPORT"
2019-05-05,"23:09","2019-05-05T23:09Z","SKW2998","DEN","UAS",NA,"C90","Reported a fixed wing UAS 1,500 feet below aircraft while at 5,000 feet 10 E of ORD. No evasive action taken. Chicago FBI notified at 312-421-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 E of ORD","AIRPORT"
2019-05-05,"23:14","2019-05-05T23:14Z","N5345M","DEN","UAS",NA,"MSY","Reported a four rotor black UAS following aircraft, presumably taking photos at 1,500 feet 3 S of LIX. No evasive action taken. St. Tammany Parish at 985-643-3131and Slidell PD at 985-898-2338 notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 S of LIX","AIRPORT"
2019-05-06,"01:11","2019-05-06T01:11Z","N9389V","DEN","UAS",NA,"CHA","Reported a yellow UAS while N bound at 1,800 feet 2 SW of CHA. No evasive action taken. Chattanooga PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 SW of CHA","AIRPORT"
2019-05-06,"01:45","2019-05-06T01:45Z","N679LG","DEN","UAS",NA,"TMB","Reported a white quad-copter UAS while W bound at 300 feet 3 E of TMB. No evasive action taken. Miami-Dade PD notified at 305-446-5153.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 E of TMB","AIRPORT"
2019-05-09,"05:25","2019-05-09T05:25Z","LIMO42","DEN","UAS",NA,"OXR","Reported a white quad copter at 1,000 FT 4 N of MUGU Naval Air Station. No evasive action taken. Base Security notified at 805-982-5255.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 N of MUGU","AIRPORT"
2019-05-09,"05:30","2019-05-09T05:30Z","N273MC","DEN","UAS",NA,"TEB","Reported a UAS off the 2 O'clock position while WSW Bound at 3,000 FT 6 W of TEB. No evasive action reported. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 W of TEB","AIRPORT"
2019-05-15,"06:21","2019-05-15T06:21Z","ASH6036","DEN","UAS",NA,"I90","Reported a white UAS passing below aircraft while WNW bound at 12,000 FT 35 ESE of IAH.No evasive action taken. FBI notified at 713-693-5000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 ESE of IAH","AIRPORT"
2019-05-15,"21:29","2019-05-15T21:29Z","VOI986","DEN","UAS",NA,"D01","Reported a red UAS while S bound at 9,000 feet 13 N of DEN. No evasive action taken. DIA Police notified at 303-342-4200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 N of DEN","AIRPORT"
2019-05-18,"21:05","2019-05-18T21:05Z","FFT1238","DEN","UAS",NA,"A90","Reported a white and black quadcopter off the left while NE bound at 3,000 feet 13 S of BOS. No evasive action taken. MA State PD notified at 506-820-2121.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 S of BOS","AIRPORT"
2019-05-19,"04:07","2019-05-19T04:07Z","AWI3813","DEN","UAS",NA,"AVP","Aircraft reported a quad copter 5 N of AVP at 2,200 ft. No evasive action taken. Local law enforcement notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 N of AVP","AIRPORT"
2019-05-25,"04:50","2019-05-25T04:50Z","XAUMS","DEN","UAS",NA,"SAT","Reported passing a large UAS a mile off the right side of the aircraft while NW bound at 4,000 feet 9 SW of SAT. No evasive action taken. San Antonio PD notified at 210-207-7484.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 SW of SAT","AIRPORT"
2019-05-27,"04:50","2019-05-27T04:50Z","UAL1476","DEN","UAS",NA,"N90","Reported a UAS at 12 o'clock position at same altitude of 3,000 feetwhile SE bound 8 NW of TEB. No evasive action taken. NJ State PD notified at 609-963-6951.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NW of TEB","AIRPORT"
2019-05-30,"20:30","2019-05-30T20:30Z","COBB50","DEN","UAS",NA,"MGE","Reported an orange UAS at 200 FT while W bound at 1,600 FT 1.5 SW of MGE. No evasive action taken. Dobbins AFB security forces notified at 678-655-4908. 1540 LEO located suspected UAS and determined the object was an orange balloon. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 SW of MGE","AIRPORT"
2019-06-14,"02:30","2019-06-14T02:30Z","N735PE","DEN","UAS",NA,"LIT","Reported a UAS off the left side at same altitude while SE bound at 11,000 ft. 10 NW of LIT. No evasive action taken. N Little Rock PD notified at 501-758-1234. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NW of LIT","AIRPORT"
2019-06-15,"05:50","2019-06-15T05:50Z","UAL2111","DEN","UAS",NA,"I90","Reported a UAS 50 ft. below the aircraft. Aircraft was 15 W of IAH at 3,400 ft. E bound. No evasive action taken. Local LEO notified at 713-693-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 W of IAH","AIRPORT"
2019-06-18,"20:32","2019-06-18T20:32Z","RPA5915","NCRCC","UAS","OTHER","PCT","Reported a possible UAS 3 NE of BAL at 10,000 feet. No evasive action taken. PIC reported they came out of the clouds, saw something which may have been a balloon and they were back in the clouds immediately. AnarundelPD notified at 410-222-8610. EADS advised. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NE of BAL","AIRPORT"
2019-06-19,"01:53","2019-06-19T01:53Z","ENY4052","DEN","UAS",NA,"ORD","Reported a UAS 300 feet below while W bound at 7,000 feet 7 SE of ORD. No evasive action taken. FBI notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 SE of ORD","AIRPORT"
2019-06-23,"22:13","2019-06-23T22:13Z","CMB303","NCRCC","UAS",NA,"PCT","UAS:Two aircraft reported a UAS at approximately the DCA061034 or 12 E of BWI at an altitude of 1,000 feet. The other aircraft is SWA3152, B737, MDW..BWI.PCT is contacting local LEO's in the area. 1735:Baltimore County PD was notified at 410 887 2222. PCT will file an MOR. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 E of BWI","AIRPORT"
2019-06-26,"20:20","2019-06-26T20:20Z","EJA792","DEN","UAS",NA,"N90","Reported taking evasive action after encountering a large black UAS 5 SW of LGA at 2600 feet. N90 ceased expressway visual arrivals. DCC and NB advised. NYPD Aviation responding 718-692-1220. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 SW of LGA","AIRPORT"
2019-06-26,"20:42","2019-06-26T20:42Z","SWA2450","DEN","UAS",NA,"N90","Reported taking evasive action after encountering a large black UAS 5 SW of LGA at 2600 feet. N90 ceased expressway visual arrivals. DCC and NB advised. NYPD Aviation responding 718-692-1220. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 SW of LGA","AIRPORT"
2019-06-27,"05:16","2019-06-27T05:16Z","UCA4295","DEN","UAS",NA,"N90","Reported a UAS at 9 o'clock and 1,000 FT below while NE bound at 12,000 FT 5 W of LGA. No evasive action taken. NYPD notified at 718-692-1220. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 W of LGA","AIRPORT"
2019-06-28,"06:54","2019-06-28T06:54Z","SWA2619","DEN","UAS",NA,"DAL","Reported a dark quad-copter UAS, operating at 2,500 feet 3 W of ADS. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 W of ADS","AIRPORT"
2019-07-04,"03:06","2019-07-04T03:06Z","UAL2805","DEN","UAS",NA,"EWR","UAS 500 feet below while SW bound at 2500 feet 10 NE of EWR. No evasive action taken. Port Authority Police - 973-961-6015.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NE of EWR","AIRPORT"
2019-07-04,"22:43","2019-07-04T22:43Z","N1954T","DEN","UAS",NA,"SAV","Black quad copter UAS while S bound at 1200 feet, 4 NW of SAV. No evasive action taken. No LEO report. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NW of SAV","AIRPORT"
2019-07-07,"07:25","2019-07-07T07:25Z","NKS856","DEN","UAS",NA,"C90","Aircraft reported a white UAS off the left side while E bound at 5,000 feet 3 W of DPA. No evasive action taken. FBI notified at 312-421-6700. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 W of DPA","AIRPORT"
2019-07-10,"08:04","2019-07-10T08:04Z","N3CP","DEN","UAS",NA,"CMH","Reported a UAS at 1,400 feet while N bound 5 E of OSU. No evasive action taken. Unknown if LEO was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 E of OSU","AIRPORT"
2019-07-11,"04:24","2019-07-11T04:24Z","UAL269","DEN","UAS",NA,"C90","PIC reported a UAS 100 feet above their aircraft off the right side while E bound at 5,000 feet 20 ESE of ORD. No evasive action taken. FBI notified at 312-421-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 ESE of ORD","AIRPORT"
2019-07-19,"16:34","2019-07-19T16:34Z","N919RM","DEN","UAS",NA,"APF","Reported a dark UAS with 4 rotors at 300 feet 2 SW of APF. No evasive action taken. Naples PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 SW of APF","AIRPORT"
2019-07-21,"19:30","2019-07-21T19:30Z","N197G","DEN","UAS",NA,"PAE","Aircraft observed a UAS 11 S of PAE at 2,100 fT. Evasive action not reported. Law enforcement notification not reported. HQ DEN spoke with FLM at PAE reference reporting to LEO and asking aircraft if evasive action was taken. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 S of PAE","AIRPORT"
2019-07-22,"20:01","2019-07-22T20:01Z","NSH728","DEN","UAS",NA,"SCT","Aircraft observed a white UAS off the left side approximately 100 feet above while heading ENE at 7,600 feet 4 W of SMO. Evasive action not reported. LA Sheriff's office notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 W of SMO","AIRPORT"
2019-07-27,"13:07","2019-07-27T13:07Z",NA,"NCRCC","UAS",NA,"PCT","Aircraft observed a UAS 8 S of FCI at altitude 3,500 feet at 1253Z.  Chesterfield County PD notified at 804-748-1251.  No evasive action was taken.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 S of FCI","AIRPORT"
2019-08-01,"21:43","2019-08-01T21:43Z","NKS470","DEN","UAS",NA,"DFW","Aircraft observed a UAS off the 12 o'clock operating at 100 to 200 feet off of HWY 114 N of DFW. No evasive action was taken. DFW DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114 N of DFW","AIRPORT"
2019-08-04,"17:56","2019-08-04T17:56Z","N940TA","DEN","UAS",NA,"RIV","Aircraft observed a UAS from the 12 o'clock position while in right turn from W to N at 1,300 feet 2 W of RIV. No evasive action was taken. Riverside PD notified at 951-354-2017.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 W of RIV","AIRPORT"
2019-08-04,"18:12","2019-08-04T18:12Z","UAL207","DEN","UAS",NA,"NCT","Aircraft observed a UAS from the 3 o'clock position while WSW bound at 8,000 27 E of SFO. No evasive action was taken. Alameda Country sheriff notified at 510-667-7721.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27 E of SFO","AIRPORT"
2019-08-04,"21:20","2019-08-04T21:20Z","N401MH","DEN","UAS",NA,"LNK","Aircraft observed a yellow fixed wing UAS 100 feet below acft while W bound at 2,000 feet 1 SSW of LNK. No evasive action was taken. Lincoln PD notified at 402-441-7204.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 SSW of LNK","AIRPORT"
2019-08-04,"22:48","2019-08-04T22:48Z","RPA5888","DEN","UAS",NA,"N90","Aircraft observed a black UAS from the 12 o'clock position 100 feet below aircraft while NE bound at 4.000 feet 10 SE of JFK. No evasive action was taken. Nassau PD aviation notified at 516-573-7000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 SE of JFK","AIRPORT"
2019-09-06,"10:29","2019-09-06T10:29Z",NA,"DEN","UAS",NA,"SJU","Airport OPS observed a UAS 500-1,000 feet .5 E of SJU. San Juan PD notified at 787-253-0979.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".5 E of SJU","AIRPORT"
2020-01-06,"23:30","2020-01-06T23:30Z","N789KC","DEN","UAS",NA,"LBB","Aircraft observed a yellow UAS while at 13,000 feet 40 S of LBB. No evasive action taken. LBB County Sheriff notified at 806-775-1400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 S of LBB","AIRPORT"
2020-01-07,"21:00","2020-01-07T21:00Z","QTR7","DEN","UAS",NA,"I90","Aircraft observed a UAS from the 3 o'clock position while E bound at 8,000 feet 10 NE of IAH. No evasive action taken. Harris County Sheriff notified at 713-221-6000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NE of IAH","AIRPORT"
2020-01-07,"21:30","2020-01-07T21:30Z","N5235Q","DEN","UAS",NA,"HOU","Aircraft observed a UAS off the 2 o'clock position at unkn altittude while SE bound at 2,000 feet 15 N of DWH. No evasive action was taken. House FBI notified at 713-693-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 N of DWH","AIRPORT"
2020-03-08,"17:29","2020-03-08T17:29Z","N8258P","DEN","UAS",NA,"P50","Aircraft observed a UAS 150 below while NNE bound at 7,600 feet 20 N of DVT. No evasive action was taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 N of DVT","AIRPORT"
2020-03-08,"17:41","2020-03-08T17:41Z","JIA5393","DEN","UAS",NA,"CLT","Aircraft observed a silver UAS off the while N bound at 4,500 feet 10 NE of CLT. No evasive action was taken. Charlotte-Mecklenburg PD notified at 704-359-4911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NE of CLT","AIRPORT"
2020-03-08,"19:31","2020-03-08T19:31Z","N181FA","DEN","UAS",NA,"RDU","Aircraft observed a green UAS while SW bound at 3,000 feet 10 E of RDU. No evasive action was taken. Wake County Sheriff department notified via 911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 E of RDU","AIRPORT"
2020-03-08,"19:58","2020-03-08T19:58Z","N761LQ","DEN","UAS",NA,"CHS","Aircraft observed a UAS at 6,500 feet 15 SW of CHS. No evasive action was taken. Summerville Airport Authority and local LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 SW of CHS","AIRPORT"
2020-03-16,"12:16","2020-03-16T12:16Z","AAL2127","NCRCC","TOI-NCR FRZ","MOR, UAS","DCA","DCA-1: Yellow single rotary drone, 3 S of DCA, stationary, indicating 900 feet. No evasive action taken. EADS notified. DCA will file MOR. Alexandria City PD notified at 703-746-4444. No current affect on ATC operations.

1307 Alexandria City PD reported no findings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 S of DCA","AIRPORT"
