"index","REMARKS","UAS_Location_Runways","dateonly","timeonly","DATE","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","FACILITY.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","METAR.CEDAR","POTENTIALLYSIGNIFICANT.CEDAR","IFRIVR.CEDAR","AUTHCERT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASREGISTRATIONNUM.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","UASFORMATION.CEDAR","CLOSESTPROXIMITY.CEDAR","UASWEIGHTGT55.CEDAR","UASDIM.CEDAR","UASFWROTOR.CEDAR","PILOTREPORTEDNMAC.CEDAR","TCASRA.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
1755,"Aircraft reported a UAS within 300 feet of their aircraft at 8,500 feet while E bound 2 NM SE of Aurora, CO. No evasive action taken. Denver Ops Center notified at 303-342-4200.","UNKN","6/2/2018","8:18","2018-06-02T08:18Z","DEN","UAS",NA,"D01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM SE of D01",NA
1756,"Aircraft reported a white four blade UAS while ENE bound at 3,000 feet 10 NM NE of Newark, NJ. No evasive action taken. New Jersey State PD notified at 908-203-8903.","UNKN","6/3/2018","7:20","2018-06-03T07:20Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM NE of N90",NA
1758,"Aircraft reported a UAS below them while N bound at 3,000 feet 3NM N of Huntington, WV. No evasive action taken. Wayne County Sheriff notified at 304-272-6379.","UNKN","6/7/2018","0:32","2018-06-07T00:32Z","DEN","UAS",NA,"HTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM N of HTS",NA
1759,"Aircraft reported a red and black UAS at their 2 o'clock position while NE bound at 13,000 feet 10NM S of Concord, CA. No evasive action taken. LEO notification not reported.","UNKN","6/7/2018","3:29","2018-06-07T03:29Z","DEN","UAS",NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10NM S of CCR",NA
1760,"Aircraft reported a whitequad rotor UAS while climbing from 7,000 feet to 8,000 feet 3NM W of Santa Ana, CA. No evasive action reported. LEO not notified.","UNKN","6/7/2018","4:05","2018-06-07T04:05Z","DEN","UAS",NA,"SNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM W of SNA",NA
1763,"Aircraft reported a large black and red quad copter UAS at their 12 o'clock position at the same altitude about 500 feet from their aircraft while W bound at 4,500 feet 10NM W of Albany, NY. No evasive action reported. New York State Police Aviation Unit notified at 518-242-4500.","UNKN","6/8/2018","1:21","2018-06-08T01:21Z","DEN","UAS",NA,"ALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10NM W of ALB",NA
1764,"Aircraft reported a blue quad copter 500 feet below their aircraft while E bound at 9,000 feet 5NM N of San Bernardino, CA. No evasive action reported. San Bernardino Air PD notified. ","UNKN","6/10/2018","2:36","2018-06-10T02:36Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM N of SCT",NA
1766,"Aircraft reported a UAS 4,500 feet 5NM E of Livermore, CA. No evasive action reported. LEO notification not reported. ","UNKN","6/10/2018","2:52","2018-06-10T02:52Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM E of NCT",NA
1769,"Aircraft reported a near miss with a white quadcopter UAS at 300 feet, 2.6 NMW of DTS. Evasive action was taken to avoid the UAS. LEOnotification not reported.1851 CLOSEOUT: DTS ATCT did not make report onDEN. HQ DEN contacted DTSand provided guidance on UAS reporting requirements. DTS ATMreportsaircraft was a tour helicopter with passengers onboard. The local PD was not notified due toOkaloosa County PDinforming the ATMthey donot have manpowerto investigateUAS and parasail incident reports. DTSfiled MOR.  ","UNKN","6/11/2018","23:48","2018-06-11T23:48Z","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2.6 NMW of WOC",NA
1771,"Aircraft reported a small round silver UAS 200-1,000 feet below themat their 12 o'clock position while NE bound at FL190 2 NM N of Pomona, CA. The UAS appeared to be in Class E airspace and not on an IFR flight plan or in communication with ATC. No evasive action reported. LEO notification unknown.","UNKN","6/12/2018","12:05","2018-06-12T12:05Z","DEN","UAS",NA,"ZLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM N of ZLA",NA
1773,"Aircraft reported a UAS passing within 100 feet of their aircraft while WNW bound at 2,700 feet 5NM E of Everett, WA. No evasive action reported. LEO notification not reported.","UNKN","6/13/2018","5:53","2018-06-13T05:53Z","DEN","UAS",NA,"PAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM E of PAE",NA
1774,"Aircraft reported a polished aluminum UAS off their right side and 1,000 feet below their aircraft while at 8,000 feet 5NM NE of Yardley. No evasive action taken. New Jersey PD Aviation Unit notified at 908-203-8903.","UNKN","6/13/2018","5:57","2018-06-13T05:57Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM NE of N90",NA
1777,"Aircraft reported a black and grey UAS passing 50 feet above their aircraft while N bound at 1,600 feet a half NM E of Everett, WA. Evasive action was not reported. 911 operator was notified.","UNKN","6/13/2018","7:38","2018-06-13T07:38Z","DEN","UAS",NA,"PAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM E of PAE",NA
1781,"Aircraft reported a dark green UAS with green lights off their left side at 6,500 feet while SSE bound 7NM WSW of Linden, CA. No evasive action taken. San Joaquin Sheriff notified at 209-468-4421.","UNKN","6/15/2018","8:11","2018-06-15T08:11Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NM WSW of NCT",NA
1782,"Aircraft reported a NMAC with a white balloon while E bound at FL337 30NM W of Gila Bend, AZ. No evasive action reported. LEO was not notified.","UNKN","6/15/2018","9:35","2018-06-15T09:35Z","DEN","UAS",NA,"ZAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","30NM W of ZAB",NA
55,"Aircraft observed a black UAS, one foot in diameter, passed 200 feet below while heading W bound at 8,000 feet, 5 NM NW of 5G7. No evasive action taken. Allen County Sheriff notified at 419-227-3535.","UNKN","6/25/2018","0:21","2018-06-25T00:21Z","DEN","UAS",NA,"CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NW of CLE",NA
1786,"Aircraft reported a UAS while NE bound at 2,500 feet, 7 NM SW of 8D4. No evasive action taken. Sparta PDnotified 618-887-8716.","UNKN","6/29/2018","5:59","2018-06-29T05:59Z","DEN","UAS",NA,"GRR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM SW of GRR",NA
60,"Aircraft observed a UAS whileS bound at 4,500 feet10 NMN ofBEH.Aircraft made evasive maneuver to avoid UAS. LEO not notified. HQ DEN contacted SBN and advised a call should have been madeover the DEN.","UNKN","6/30/2018","0:21","2018-06-30T00:21Z","DEN","UAS",NA,"SBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","10 NMN ofBEH",NA
61,"Aircraft observed a blackUAS 1 foot in diameter whileNW bound at 3,500 feet25 NMNW of DTW. No evasive action was taken. Michigan State Police notified at 313-237-2450.","UNKN","6/30/2018","0:33","2018-06-30T00:33Z","DEN","UAS",NA,"D21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NMNW of D21",NA
1788,"Aircraft reported a black quad-copter UAS 12 NM NE of LRP at 11,000 feet. No evasive action taken.PA State Police notified 877-777-9975. ","UNKN","7/1/2018","20:56","2018-07-01T20:56Z","DEN","UAS",NA,"ZNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NE of ZNY",NA
1790,"Aircraft reported a black UAS from the 12 o'clock position while E bound at 1,500 feet 12 NM N Farmingdale, NY. No evasive action taken. Attempted to notify law enforcement, no answer.","UNKN","7/4/2018","21:49","2018-07-04T21:49Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM N  N90",NA
1791,"Aircraft reported a quad copter UASat their 3 o'clock position while SSE bound at 2,000 feet 8 NM E of Chicago, IL. No evasive action taken. FBI notified at 312-829-2677.","UNKN","7/5/2018","0:24","2018-07-05T00:24Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM E of C90",NA
1795,"Aircraft reported a white UAS 10 feet above their aircraft while E bound at 1,300 feet 1.5 NM W of Georgetown, TX. No evasive action reported. Local LEO notified (phone number not provided). ","UNKN","7/6/2018","2:58","2018-07-06T02:58Z","DEN","UAS",NA,"GTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM W of GTU",NA
64,"Aircraft observed a red UAS at the 12 o'clock position at 2,000 feet whileNE bound at4,000 feet6 NMNW ofLGA. No evasive action was taken. New York PD Aviation Unit notified at 718-692-1220. HQ DEN contacted New York PD Aviation Unit directly, they advised they are actively investing the UAS reports.","UNKN","7/8/2018","5:57","2018-07-08T05:57Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","6 NMNW ofLGA",NA
66,"Aircraft observed a black 4 rotor UAS at his 6 o'clock at the same altitude while north bound at 3,500 feet. 5.22 NM ENE AVP. No evasive action taken. LEO not notified.","UNKN","7/9/2018","21:27","2018-07-09T21:27Z","DEN","UAS",NA,"AVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5.22 NM ENE AVP",NA
1803,"Aircraft reported a UAS at 1,500 feet 2 NM SW of Trenton, NJ. No evasive action reported. Mercer County Sheriff notified (no phone number given).","UNKN","7/10/2018","19:16","2018-07-10T19:16Z","DEN","UAS",NA,"TTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM SW of TTN",NA
1810,"Aircraft reported an orange quad copter UAS 3 to 4 in diameter 20 feet off the right side while S bound at 9,500 feet 26 NM S LTJ VOR. No evasive action reported. Klickitat County Sherriff notified 509-773-4547. ","UNKN","7/13/2018","21:25","2018-07-13T21:25Z","DEN","UAS",NA,"ZSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAVAID","26 NM S LTJ",NA
1813,"Aircraft reported a white UAS at 8,000 feet while 12 NM NNW of Colt's Neck, NJ. No evasive action taken. New Jersey State PD notified at 609-882-2000.","UNKN","7/20/2018","22:34","2018-07-20T22:34Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NNW of N90",NA
1816,"Aircraft reported a UAS 2NM NM E of PAE whileS bound at 1,900 feet. Evasive action not reported. LEOnotification not reported.","UNKN","7/24/2018","3:45","2018-07-24T03:45Z","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM E of WOC",NA
1817,"Aircraft reported a UAS off their left side while NNE bound at FL350 10NM W of Mormon Mesa, NV. No evasive action reported. Clark County Sheriff notified at 702-397-2669.","UNKN","7/26/2018","8:54","2018-07-26T08:54Z","DEN","UAS",NA,"ZLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10NM W of ZLA",NA
1820,"Aircraft reported a large black Quad-copter UAS while SSE bound at 3,000 feet, 12 NM NNW of Seattle. No evasive action taken. Seattle PD notified via 911. ","UNKN","7/27/2018","6:49","2018-07-27T06:49Z","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NNW of S46",NA
73,"Aircraft observed a silver UAS while S bound at 2,000 feet 10 NMNW ofTEB. No evasive action was taken. New Jersey State Police notified at 908-203-8903.","UNKN","7/29/2018","3:39","2018-07-29T03:39Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","10 NMNW ofTEB",NA
1824,"Aircraft reported a UAS off left side while at 3,500 feet, 45NMS of GKY.No evasive action taken. DFW DPS notified at 972-973-3210. ","UNKN","8/6/2018","6:11","2018-08-06T06:11Z","DEN","UAS",NA,"GKY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","45NMS of GKY",NA
1836,"Aircraft reported a small shiny UAS at 1 o'clock position at 3,500 feet 5.5 NM N MCO. No evasive action taken. Orange County Sherriff notified at 407-893-3600.","UNKN","8/13/2018","2:37","2018-08-13T02:37Z","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5.5 NM N MCO",NA
1837,"Aircraft reported a white UAS with black blades approximately 2-3 feet in diameter while west bound 2 NM ENE MGM. Aircraft instinctively took evasive action to the right. Montgomery PD notified 334-241-2651. ","UNKN","8/13/2018","3:15","2018-08-13T03:15Z","DEN","UAS",NA,"MGM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","2 NM ENE MGM",NA
1838,"Aircraft reported a black, 2 bladed UAS whilenorthbound at 600 feet, 1 NM SE HWO. No evasive action reported. Broward County Aviation Dept. notified at 954-336-2973. ","UNKN","8/13/2018","5:07","2018-08-13T05:07Z","DEN","UAS",NA,"HWO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","1 NM SE HWO",NA
1844,"Aircraft reported a white quad copter UAS 200 feet below their aircraft while SW bound at 6,000 feet 3NM NW of La Porte, IN. No evasive action reported. La Porte County Sheriff notified at 219-326-7700.","UNKN","8/23/2018","22:32","2018-08-23T22:32Z","DEN","UAS",NA,"SBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM NW of SBN",NA
1846,"Aircraft reported a grey and black UAS while maneuvering at 16,500 feet 15 NM SW of FVX. No evasive action reported. Farmville PD notified 434-392-3337.","UNKN","8/24/2018","2:43","2018-08-24T02:43Z","DEN","UAS",NA,"ZDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM SW of ZDC",NA
1852,"Aircraft reported a silver UAS while E bound at 7,500 feet 6NM NW Calverton, NY. No evasive action taken. Suffolk PD notified at 631-858-5705.","UNKN","8/26/2018","22:41","2018-08-26T22:41Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6NM NW  N90",NA
1856,"Aircraft reported a black phantom type UAS flew within 30 feet of their aircraft while maneuvering at 2,000 feet 6NM SW of Pensacola Naval Air Station, NPA. No evasive action reported. Escambia County Sheriff notified at 850-436-9620.","UNKN","8/29/2018","21:51","2018-08-29T21:51Z","DEN","UAS",NA,"PNS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6NM SW of PNS",NA
1861,"Aircraft reported a UAS pass 50 feet below them while E bound at 600 feet 9NM ENE of Memphis, TN. No evasive action reported. Germantown PD notified at 901-754-7222.","UNKN","9/5/2018","9:01","2018-09-05T09:01Z","DEN","UAS",NA,"M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","9NM ENE of M03",NA
1862,"Aircraft reported a UAS passed500 feet above their aircraft, opposite direction while E bound at 600 feet 2NM W Aguadilla, PR. No evasive action reported. San Juan Airport Security notified at 787-890-1226. ","UNKN","9/5/2018","9:12","2018-09-05T09:12Z","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2NM W  SJU",NA
1869,"Aircraft reported a quad copter UAS pass 50 feet off their right wing while NW bound at 13,000 feet 8NM SW of Peru, IL. No evasive action reported. Putnam County Sheriff notified at 815-925-7084.","UNKN","9/10/2018","0:39","2018-09-10T00:39Z","DEN","UAS",NA,"ZAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8NM SW of ZAU",NA
1870,"Aircraft reported a white UAS passed 200 feet below their aircraft from the front while NE bound at 3,000 feet 8NM SW of Norwood, MA. No evasive action reported. Massachusetts State PD notified at 508-820-2121.","UNKN","9/10/2018","2:02","2018-09-10T02:02Z","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8NM SW of A90",NA
1871,"Aircraft reported a UAS while SSE bound at 4,000 feet 11NM NW of Northbrook, IL. No evasive action taken. FBI notified at 312-242-6700.","UNKN","9/10/2018","2:07","2018-09-10T02:07Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","11NM NW of C90",NA
1874,"Aircraft reported a small black UAS off the right side while W bound at 5,700 feet, 10 NM NW of Chicago. No evasive action taken. FBI notified at 312-829-2677. ","UNKN","9/13/2018","21:45","2018-09-13T21:45Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM NW of C90",NA
1877,"Aircraft reported a large black quad copter UAS passed 50 feet below them while NE bound at FL210 41NM WSW of Terra Haute, IN. No evasive action taken. Crawford County PD notified at 618-546-1515.","UNKN","9/17/2018","21:12","2018-09-17T21:12Z","DEN","UAS",NA,"ZID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","41NM WSW of ZID",NA
1878,"Aircraft reported a UAS, 100 feet above, while ESE bound at 4,500 feet, 6NMN of OAK.No evasive action taken. Alameda County Sheriff notified 510-667-7721.","UNKN","9/18/2018","3:49","2018-09-18T03:49Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6NMN of NCT",NA
1879,"Aircraft reported a black 1 foot UAS while NE bound at 300 feet 7NM W of Santa Monica, CA (near Getty Villa). No evasive action taken. Santa Monica PD and LAPD notified.","UNKN","9/19/2018","11:35","2018-09-19T11:35Z","DEN","UAS",NA,"SMO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NM W of SMO",NA
1881,"Aircraft reported a white UAS 200 feet off their right side while E bound at 2,300 feet 3 NM NE of Georgetown, TX. No evasive action taken. Georgetown PD notified at 512-930-3510. ","UNKN","9/28/2018","2:24","2018-09-28T02:24Z","DEN","UAS",NA,"GTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NE of GTU",NA
80,"Aircraft observed a UAS whileNE bound at1900 feet7 NMNE ofLIT. No evasive action was taken. Arkansas State Police HELO searched the area with no findings.","UNKN","10/6/2018","1:44","2018-10-06T01:44Z","DEN","UAS",NA,"LIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","7 NMNE ofLIT",NA
83,"Aircraft observed a UAS at 1,500 whileW bound at2,000 feet17 NMNE of FAK. No evasive action was taken.Louisa County Sheriffnotified at 434-589-3007.","UNKN","10/7/2018","22:04","2018-10-07T22:04Z","DEN","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NMNE of PCT",NA
1886,"Aircraft reported a UAS while ESE bound at 6,000 feet 5NM SW of Morristown, NJ. No evasive action taken. New Jersey State Police Aviation Unit notified at 908-203-8903.","UNKN","10/8/2018","5:56","2018-10-08T05:56Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM SW of N90",NA
84,"Aircraft observed a UAS off the left side while heading S bound 10 NM S JFK at 10,800 feet. No evasive action taken. Police not notified. ","UNKN","10/24/2018","22:51","2018-10-24T22:51Z","DEN","UAS",NA,"ZNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","10 NM S JFK",NA
1904,"Aircraft reported a UAS while W bound at 10,000 feet 7NM NW of Block Island, RI. No evasive action taken. UAS was over water, no local LEO notification. WOC advised PVD to notify USCG.","UNKN","11/19/2018","2:23","2018-11-19T02:23Z","DEN","UAS",NA,"PVD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NM NW of PVD",NA
1908,"Aircraft reported a UAS at their 12 o'clock position 2,000 feet below them while W bound at 4,000 feet 11NM ESE of San Juan, PR. No evasive action taken. San Juan Airport PD notified at 787-791-0098.","UNKN","11/29/2018","5:51","2018-11-29T05:51Z","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","11NM ESE of SJU",NA
1915,"Aircraft reported a yellow UAS 500 feet below the aircraft while SW bound at 3,000 feet, 15 NM E of Sacramento. No evasive action taken. Sacramento Sheriff notified. ","UNKN","12/9/2018","3:53","2018-12-09T03:53Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM E of NCT",NA
1919,"Aircraft reported a UAS at their 6 o'clock position while SE bound at 6,500 feet 4NM NW of Redmond, OR. No evasive action taken. Deschutes County Sheriff notified at 541-693-6911.","UNKN","12/16/2018","0:10","2018-12-16T00:10Z","DEN","UAS",NA,"ZSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4NM NW of ZSE",NA
1920,"Aircraft reported a black and yellow quad copter UAS off their right side while W bound at 4,000 feet 5NM SW of Orlando Executive Airport (ORL), FL. No evasive action taken. Orange County Sheriff notified at 407-836-4357.","UNKN","12/16/2018","0:15","2018-12-16T00:15Z","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM SW of F11",NA
