,IDENT,NAME,LATITUDE,LONGITUDE,ICAO_ID,DECLINATION
6314,8OR5,Pilot Butte,44.047339722222226,-121.27558583333334,,14.42189
6315,3LL4,Pillow Hill,42.447241666666656,-88.20147611111112,,-3.67056
6316,68LA,Pilkinton Airstrip,32.330555555555556,-93.51722222222222,,0.89824
6317,2NH5,Pilgrim's Home Airfield,42.99027777777778,-72.40166666666667,,-13.89971
6318,62KY,Pikeville Medical Center,37.47098888888889,-82.52206666666666,,-7.09466
6319,PBX,Pike County-Hatcher Fld,37.56181144444445,-82.56643197222222,KPBX,-7.07818
6320,8MO6,Pike County Meml Hospital,39.440777777777775,-91.06411388888887,,-1.18471
6321,AR66,Pike County Hospital,34.071219444444445,-93.68649444444445,,0.94360
6322,EOP,Pike County,39.16697222222222,-82.92833333333334,KEOP,-7.07435
6323,31CL,Pih Health,33.97151944444445,-118.04963888888891,,11.64251
6324,7M7,Piggott Muni,36.378205555555546,-90.16624166666668,,-1.59712
6325,AR73,Piggott Community Hospital,36.38972222222222,-90.2037777777778,,-1.57142
6326,3TN7,Pigeon Forge,35.72425638888889,-83.639335,,-6.09683
6327,II16,Pigeon,41.63699472222222,-84.94944444444445,,-6.01912
6328,12ND,Pietschtree Airstrip,48.29550277777778,-101.42749027777779,,6.26880
6329,2J8,Pierson Muni,29.25002777777777,-81.45933333333333,,-6.66381
6330,PIR,Pierre Rgnl,44.38269444444445,-100.28597222222223,KPIR,5.34937
6331,9MT9,Pierces,45.79083333333333,-111.12472222222222,,11.61681
6332,LA89,Pierce Fld,29.731938888888887,-90.63925277777778,,-0.80158
6333,72TA,Pierce Fld,28.450736111111112,-96.30398611111113,,2.67363
6334,PLU,Pierce County - Thun Fld,47.10392,-122.28720027777777,KPLU,15.31827
6335,TE10,Pierce,33.81537777777777,-98.22810083333331,,3.78266
6336,4MD,Pier 7,39.27222222222222,-76.57166666666666,,-11.07655
6337,OG57,Pier 126,43.97478333333334,-124.09406666666666,,14.88175
6338,GSO,Piedmont Triad Intl,36.101326666666665,-79.94112277777778,KGSO,-8.55988
6339,71GA,Piedmont Newton Hospital,33.601800000000004,-83.84868055555555,,-5.68447
6340,PYN,Piedmont Muni,37.1261375,-90.71352861111113,KPYN,-1.26435
6341,SC04,Piedmont Medical Center,34.957997222222225,-81.05033055555555,,-7.69292
6342,21GA,Piedmont Hospital-Newnan,33.35833333333333,-84.75583333333333,,-5.04852
6343,43GA,Piedmont Henry Hospital,33.513644444444445,-84.22815833333334,,-5.42058
6344,2GA6,Piedmont Atlanta Hospital,33.808,-84.39413888888889,,-5.34530
6345,3TA8,Picosa Ranch,28.7197,-100.05450666666668,,4.65753
6346,01VA,Pickles,39.125,-77.92500000000003,,-10.27997
6347,XS91,Pickle Plantation,32.0865,-95.59933333333332,,2.20641
6348,ME83,Pickerel Pond,43.70118055555556,-70.77736111111109,,-14.71919
6349,AL01,Pickens County Medical Center,33.27420833333333,-88.08933333333331,,-2.77762
6350,JZP,Pickens County,34.45347222222223,-84.45722222222223,KJZP,-5.38167
6351,LQK,Pickens County,34.80997222222222,-82.70288888888889,KLQK,-6.60050
6352,CYO,Pickaway County Meml,39.516,-82.9821388888889,KCYO,-7.09176
6353,MJD,Picayune Muni,30.487472222222227,-89.65119444444444,KMJD,-1.49691
6354,IA16,Picayune,41.70834916666667,-91.50016888888891,,-1.04163
6355,PCA,Picacho ARNG,32.663330555555554,-111.48725833333332,KPCA,9.68033
6356,ID82,Picabo,43.30823833333333,-114.06336777777777,,12.32636
6357,WA20,Pianosa Flying Farm,48.204361111111105,-120.1207222222222,,15.12497
6358,2TE5,Piano Ranch,29.695091666666666,-97.16331944444444,,3.14197
6359,10PA,Piac,39.862575,-75.31023611111111,,-11.86111
6360,65FA,Physicians Rgnl Medical Center,26.214388888888887,-81.73165555555556,,-6.09822
6361,4FL7,Physicians Rgnl Med Ctr-Collier Blvd,26.106586111111113,-81.68529722222223,,-6.11258
6362,0TN4,Physicians Medical Rgnl Center,35.99120277777778,-83.92727222222223,,-5.93650
6363,6IL2,Phyllis Fld,42.221134166666666,-88.417865,,-3.47380
6364,9CO9,Phylcon Ranch,39.129144444444435,-108.14229722222224,,9.33020
6365,55PN,Phoenixville,40.12331666666667,-75.51576388888887,,-11.80488
6366,IWA,Phoenix-Mesa Gateway,33.307823888888876,-111.65545916666667,KIWA,9.83245
6367,0PA1,Phoenix Technologies,40.1181625,-75.40129694444445,,-11.86349
6368,PHX,Phoenix Sky Harbor Intl,33.434277777777766,-112.01158333333332,KPHX,9.96468
6369,GYR,Phoenix Goodyear,33.423277777777784,-112.37536111111109,KGYR,10.07565
6370,DVT,Phoenix Deer Valley,33.68830555555555,-112.08255555555556,KDVT,10.02699
6371,AZ99,Phoenix Children's Hospital,33.47856111111111,-112.0415,,9.98102
6372,AZ24,Phoenix Baptist Hospital,33.52507777777777,-112.10171388888888,,10.00718
6373,AZ07,Phoenix Area,33.44273333333333,-112.14915,,10.00893
6374,LA30,Phoenix,30.248194444444447,-92.24166666666667,,0.18450
6375,1GA7,Phoebe Sumter,32.0675,-84.255,,-5.22796
6376,3GE9,Phoebe Putney Meml Hospital,31.591416666666664,-84.1568888888889,,-5.23538
6377,CD80,Phippsburg,40.233315277777784,-106.90060305555555,,8.89165
6378,1PA7,Philmont,40.12427666666667,-75.03405916666667,,-12.05333
6379,PHG,Phillipsburg Muni,39.735805555555565,-99.31711111111109,KPHG,4.58250
6380,NY93,Phillipsburg Landing,41.43233333333333,-74.36516666666667,,-12.65281
6381,3NE2,Phillips Private,42.327739444444454,-103.19353583333334,,7.10160
6382,MO23,Phillips Fld,38.64083333333333,-92.52916666666668,,-0.06045
6383,TA01,Phillips Farm,32.34181111111111,-97.2502902777778,,3.19340
6384,46TX,Phillips Corporation,29.150799722222217,-95.49522055555555,,2.19984
6385,APG,Phillips AAF,39.465465,-76.16829222222222,KAPG,-11.33252
6386,32MO,Phillips,37.57672,-90.22595027777778,,-1.64888
6387,51NC,Phillip R Bunn,35.86016666666667,-78.34533333333333,,-9.48748
6388,21ID,Phillabaum,48.63138888888889,-116.87111111111109,,14.33190
6389,79NJ,Philips Lighting Company,40.53805555555555,-74.52694444444444,,-12.38926
6390,79D,Philippi/Barbour County Rgnl,39.16619027777778,-80.06234861111109,,-8.97919
6391,73KS,Philip Ranch,38.7805675,-99.22121083333332,,4.49673
6392,VG14,Philip M Grabill Jr Meml,38.87138888888889,-78.51333333333334,,-9.88590
6393,TOP,Philip Billard Muni,39.068822999999995,-95.62237591666666,KTOP,2.11306
6394,PHP,Philip,44.048730638888884,-101.59884047222221,KPHP,6.21394
6395,NA79,Philbrick Pvt Airstrip,47.4041625,-100.8823625,,5.84980
6396,72ME,Philbrick Mountain,44.63527777777777,-68.6325,,-15.67400
6397,MPE,Philadelphia Muni,32.799212027777784,-89.12599719444445,KMPE,-2.03207
6398,PHL,Philadelphia Intl,39.87208388888889,-75.24066305555556,KPHL,-11.89878
6399,9N2,Philadelphia,39.85900166666667,-75.29963083333331,,-11.86590
6400,3PA2,Philadelphia,40.3312275,-75.24812388888887,,-11.98448
6401,3PN9,Phil Cain Meml Fld,40.441775,-79.55007777777777,,-9.53181
6402,EAN,Phifer Airfield,42.055519444444435,-104.92828305555555,KEAN,8.06816
6403,LS99,Phi Fourchon Base,29.11655833333333,-90.204725,,-1.03365
6404,IN49,Pherigo,39.48754916666667,-85.80525805555557,,-5.07717
6405,47MO,Phelps County Rgnl Medical Center,37.953231611111114,-91.78651347222224,,-0.55288
6406,26OK,Pheasant Wings,34.95268055555556,-96.61252777777777,,2.80863
6407,OI31,Pheasant Run,41.70977166666667,-81.12482055555554,,-8.74270
6408,9PS4,Pheasant Run,40.74954194444445,-75.21017694444444,,-12.08756
6409,MA64,Pheasant Fld,42.07537944444445,-70.81531861111111,,-14.32685
6410,22TA,Pharmnall,32.215380555555555,-97.14021666666667,,3.12839
6411,26NH,Phantom Two,43.66783333333333,-72.20272222222222,,-14.14602
6412,27NH,Phantom One,43.673972222222226,-72.20647222222223,,-14.14594
6413,30AR,Phalanx,35.54436111111111,-92.05616666666668,,-0.22064
6414,3OR0,Pge Service Center,45.495951944444435,-122.64787277777779,,15.00617
6415,38OR,Pge Boardman,45.69453333333333,-119.80875555555555,,14.47769
6416,51OR,Pge,44.99956388888889,-122.97703944444444,,14.94681
6417,1FD7,Pga Ntl,26.83283861111111,-80.14337694444446,,-7.14832
6418,LA22,Pg&e Livermore Training Center,37.699055555555546,-121.70975,,13.11274
6419,08CA,Pg & E Placerville Svc Cntr,38.69522222222222,-120.82605555555556,,13.16839
6420,4MA8,Pg,42.280931944444454,-71.03727166666667,,-14.28869
6421,0PN3,Pfizer-Collegeville,40.158675,-75.46343055555556,,-11.83908
6422,WA24,Pfister's,46.396944444444436,-119.02083333333331,,14.44405
6423,78CO,Pfister Ranch,39.177209444444436,-106.85615166666666,,8.74823
6424,UT17,Pfeiler Ranch,37.932200277777774,-112.33187111111113,,10.79349
6425,2OH7,Pfeiffer Fld,39.521494444444436,-84.62818611111109,,-5.93193
6426,8IA8,Pfeifer Fld,41.4548388888889,-91.61731111111109,,-0.93096
6427,6XS4,Pfeffer 2,29.94596111111111,-95.94135555555556,,2.44317
6428,4XS0,Pfeffer & Son Farms,29.93026861111111,-95.96388872222221,,2.45650
6429,MN68,Pfau Airstrip,45.656818,-93.482312,,0.18083
6430,CD26,Peyton,39.042490555555545,-104.36468777777776,,7.49149
6431,DE15,Pevey,38.612614722222226,-75.6996527777778,,-11.42561
6432,2GE7,Petty Farms,34.95805555555556,-84.77916666666667,,-5.22470
6433,MT81,Petty Creek Mountain Ranch,46.909484722222224,-114.46537361111113,,13.15671
6434,84OK,Pettijohn Acres Landing,34.664608333333334,-98.07731666666666,,3.70644
6435,7LS4,Petroleum Helicopters-Intracoastal City,29.79446111111111,-92.14686111111112,,0.15000
6436,AL67,Petroleum Helicopters Inc,30.43111111111111,-88.17916666666667,,-2.45692
6437,7LA5,Petroleum Helicopters Cameron,29.777597222222226,-93.29984166666668,,0.86712
6438,LS66,Petro Com Headquarters,29.97020388888889,-90.20340888888887,,-1.09888
6439,4OI1,Petro,39.97173611111111,-81.89513277777779,,-7.91151
6440,MPJ,Petit Jean Park,35.13883333333333,-92.90919444444445,KMPJ,0.38212
6441,WS19,Petit Cache,46.89354305555555,-90.82074194444445,,-2.16170
6442,0PN1,Pete's Water Landing,40.69418888888889,-79.61806388888887,,-9.53593
6443,ND75,Pete's Tractor Salvage,47.71999777777778,-100.26902,,5.40923
6444,55ND,Pete's Port,47.3555688888889,-102.71074111111112,,7.12307
6445,8OL1,Petes Airpark,35.22786638888889,-96.22945055555556,,2.56520
6446,WN14,Pete's,47.84155833333334,-117.4468875,,14.33379
6447,7MY9,Petes,43.74671666666666,-92.7245,,-0.26268
6448,20TX,Peterson Rgnl Medical Center,30.04361111111111,-99.15111111111112,,4.22576
6449,MT77,Peterson Ranch,47.60830083333334,-110.90550944444445,,11.82030
6450,7AL2,Peterson Fld,33.86482083333333,-86.31083583333331,,-4.05212
6451,4GA5,Peterson Fld,32.08866166666667,-84.37250999999998,,-5.15294
6452,15WI,Peterson Fld,42.9275,-89.418175,,-2.78258
6453,MO26,Peterson Farm,39.39389111111111,-94.35300305555555,,1.21164
6454,4NA3,Peterson Airstrip,48.85724277777778,-101.30210361111112,,6.19437
6455,36IN,Peterson,41.536156666666656,-86.44390111111113,,-4.88856
6456,1MS2,Peterson,32.94295894444444,-89.92990225,,-1.50063
6457,ND73,Peterson,47.04830916666666,-97.25564333333334,,3.11550
6458,ND86,Peterson,48.56388888888888,-103.96305555555556,,8.03970
6459,08XS,Peterson,29.10805555555556,-95.7775,,2.36350
6460,PSG,Petersburg James A Johnson,56.80147222222222,-132.94622222222222,PAPG,18.41257
6461,OH29,Petersburg,40.900616388888885,-80.55534777777777,,-8.96979
6462,4NJ8,Peters,40.600102222222226,-74.73293944444444,,-12.29943
6463,2R4,Peter Prince Fld,30.63762083333333,-86.99365277777778,,-3.25818
6464,TPF,Peter O Knight,27.915444444444447,-82.44938888888889,KTPF,-5.87328
6465,7L9,Pete Antie Muni,30.694336111111113,-91.74636388888891,,-0.15557
6466,NV08,Petan Ranch,41.73795666666667,-116.21620833333334,,12.70724
6467,O69,Petaluma Muni,38.25779333333333,-122.60532361111109,,13.37919
6468,45MT,Pester,48.62833333333333,-110.46966666666668,,11.78324
6469,NE59,Pester,40.83333305555556,-96.56695611111112,,2.74217
6470,I76,Peru Muni,40.78577222222222,-86.14643333333332,,-5.00459
6471,8NR6,Person Meml Hospital,36.40920083333333,-78.98557333333333,,-9.19262
6472,TA64,Persimmon Gap Ranch,29.700916666666664,-103.15,,6.16553
6473,75MU,Pershing Rgnl Health Center -Marceline,39.72968333333333,-92.94458055555555,,0.17898
6474,NV19,Pershing General Hospital,40.17636666666667,-118.48144444444445,,12.98471
6475,01G,Perry-Warsaw,42.741348611111114,-78.05214805555555,,-10.91913
6476,PCD,Perryville Rgnl,37.86866666666667,-89.86213888888888,KPCD,-1.93608
6477,PEV,Perryville,55.906723611111104,-159.16082916666667,PAPE,11.46745
6478,PYX,Perryton Ochiltree County,36.41291777777778,-100.75157638888888,KPYX,5.32860
6479,ME84,Perrys Landing,44.758138888888894,-70.85070277777777,,-14.96027
6480,7CL9,Perryman,38.696292777777785,-120.73132138888887,,13.15082
6481,PXE,Perry-Houston County,32.51058333333334,-83.76733333333333,KPXE,-5.60310
6482,FPY,Perry-Foley,30.0708125,-83.58154388888889,KFPY,-5.42479
6483,FA27,Perrydise,28.760197222222217,-82.62878888888888,,-5.86821
6484,TAD,Perry Stokes,37.25922361111111,-104.34086138888887,KTAD,7.32220
6485,IL39,Perry Rla,39.480255555555566,-87.84457777777777,,-3.57730
6486,4TA8,Perry Ranch,30.616845,-101.01704833333334,,5.20335
6487,CO93,Perry Park,39.249988888888886,-104.89081388888891,,7.78465
6488,PRO,Perry Muni,41.828,-94.15983333333334,KPRO,0.96481
6489,F22,Perry Muni,36.38561111111111,-97.2772222222222,,3.23010
6490,IS67,Perry Meml Hospital,41.366816666666665,-89.45615833333332,,-2.57430
6491,PPA,Perry Lefors Fld,35.613,-100.99625,KPPA,5.42818
6492,PYL,Perry Island,60.685286944444435,-147.9187361111111,,15.97839
6493,SC95,Perry Intl,33.62931583333334,-81.32972222222223,,-7.32889
6494,TEL,Perry County Muni,38.018861111111114,-86.69241666666667,KTEL,-4.24929
6495,6MO5,Perry County Meml Hospital,37.73223611111111,-89.86598055555555,,-1.92169
6496,I86,Perry County,39.691596666666655,-82.19778583333334,,-7.65922
6497,5TN8,Perry Community Hospital,35.592336111111116,-87.86319999999998,,-3.15431
6498,09ME,Perrotti Skyranch Airfield,43.34083333333334,-70.85472222222222,,-14.60298
6499,L65,Perris Valley,33.76463888888889,-117.219,,11.42021
6500,VT44,Perras Fld,44.52671944444445,-72.58150305555556,,-14.19983
6501,N10,Perkiomen Valley,40.20404833333333,-75.43026305555556,,-11.86522
6502,5TE4,Perkins-Prothro Cimarron Ranch,36.508359166666665,-102.39212527777778,,6.24521
6503,U08,Perkins Fld,36.568111111111115,-114.44333333333334,,11.22654
6504,5OK8,Perkins,35.729799833333345,-98.65869983333334,,4.07586
6505,79VG,Perkey,37.665277777777774,-79.81241666666666,,-8.88607
6506,9PN9,Perin,40.84704,-75.24379055555556,,-12.09000
6507,16D,Perham Muni,46.61097222222222,-95.60611111111109,,1.82514
6508,46MN,Perham Hospital,46.59310555555556,-95.59316111111109,,1.81580
6509,9TN6,Performance Helicopters,35.28861111111111,-89.67416666666666,,-1.85743
6510,AL08,Perdido Winds Airpark,30.42500833333333,-87.53670555555556,,-2.87909
6511,46FA,Perdido Key Fire Station,30.29166666666667,-87.46944444444445,,-2.91037
6512,50AL,Perdido Beach Vfd,30.346911111111112,-87.50575,,-2.89188
6513,2T2,Percival Springs,39.014444444444436,-88.53927777777777,,-3.01276
6514,26MA,Pepperell,42.69619444444445,-71.55005555555556,,-14.18295
6515,MU14,Pepper Fld,38.29957222222222,-91.68961388888887,,-0.64520
6516,UT60,Peoa Private,40.73698055555555,-111.357175,,10.89341
6517,JPN,Pentagon AHP,38.874055555555564,-77.05749999999998,KJPN,-10.73332
6518,NPA,Pensacola NAS/Forrest Sherman Fld,30.353272777777782,-87.31797113888888,KNPA,-3.01604
6519,PNS,Pensacola Intl,30.473416666666665,-87.18661111111112,KPNS,-3.11445
6520,CO24,Penrose Hospital,38.86599722222223,-104.82221944444444,,7.71334
6521,AR46,Penrose,35.189344444444444,-91.050375,,-0.89332
6522,ME76,Penobscot Bay Medical Center,44.14313888888889,-69.0854111111111,,-15.40944
6523,P72,Penn's Landing,39.937335,-75.14128777777779,,-11.96232
6524,N74,Penns Cave,40.88993611111111,-77.60313555555554,,-10.80104
6525,CKZ,Pennridge,40.389194444444435,-75.29047222222222,KCKZ,-11.97411
6526,FL71,Pennington,30.373352777777782,-86.17906111111111,,-3.76733
6527,44PA,Pennfield Farm,40.85006472222222,-77.61638555555554,,-10.78543
6528,PEO,Penn Yan,42.63708333333333,-77.05286111111111,KPEO,-11.48408
6529,SEG,Penn Valley,40.82123472222222,-76.86417222222222,KSEG,-11.21084
6530,PA39,Penn Presbyterian Medical Center - North,39.95916666666667,-75.1977777777778,,-11.93762
6531,5PN3,Penn Highlands Tyrone Hospital,40.675127777777774,-78.25087222222223,,-10.37584
6532,PA10,Penn Highlands Healthcare - Dubois,41.11443611111111,-78.77398333333333,,-10.14363
6533,7PS9,Penn Highlands Elk,41.425721527777775,-78.5772838888889,,-10.32582
6534,23PN,Penn Highlands Clearfield,41.0340005,-78.4501178888889,,-10.32561
6535,PS28,Penn Dda Inc,40.035666944444436,-75.01628166666667,,-12.04507
6536,3PS0,Penn Chester County Hospital,39.97237777777778,-75.60176388888887,,-11.73057
6537,3MO4,Penman,36.45061861111111,-89.6281347222222,,-1.98463
6538,MD49,Peninsula Rgnl Medical Center,38.36230833333333,-75.59729999999998,,-11.43442
6539,9C0,Peninsula Point Pullout,55.384650555555545,-131.7383522222222,,18.13393
6540,15NY,Peninsula Hospital Center,40.593586111111115,-73.783175,,-12.75891
6541,CL90,Pendry Ehlf,34.094908333333336,-118.37318055555555,,11.73507
6542,59AK,Penderosa,61.631780555555565,-149.34061111111112,,15.57969
6543,0C4,Pender Muni,42.11341811111111,-96.72781338888888,,2.83774
6544,NE02,Pender Community Hospital,42.10610833333333,-96.71114722222221,,2.82590
6545,6MD4,Pembroke Farm,39.71944166666667,-76.2084138888889,,-11.35866
6546,PMB,Pembina Muni,48.94241666666667,-97.24066666666668,KPMB,3.02575
6547,3NJ1,Pemberton,39.98217777777778,-74.694975,,-12.19622
6548,8Y8,Peltz Fld,43.265972222222224,-94.56250972222222,,1.19480
6549,3OA3,Pelton,41.26,-82.205,,-7.92223
6550,PLN,Pellston Rgnl/Emmet County,45.57091666666667,-84.7967222222222,KPLN,-6.84529
6551,28OK,Pellar Farm,35.502829722222216,-98.04060694444445,,3.69665
6552,7IA9,Pella Rgnl Health Center,41.412725,-92.91235277777778,,0.05311
6553,PEA,Pella Muni,41.401222222222216,-92.94586111111113,KPEA,0.07907
6554,47Y,Pelican Rapids Muni-Lyon's Fld,46.64132916666666,-96.10414444444444,,2.22171
6555,UT69,Pelican Lake,40.181351388888885,-109.67236166666667,,10.13201
6556,PEC,Pelican,57.955172222222224,-136.23627333333332,,18.34445
6557,LA38,Pelican,30.266944444444448,-89.80527777777776,,-1.37926
6558,1TN1,Pela 15,35.778638888888885,-87.04408333333332,,-3.74881
6559,C15,Pekin Muni,40.48819444444445,-89.67588888888889,,-2.31564
6560,28IA,Pegtown,40.98563611111111,-91.09066388888887,,-1.29158
6561,0GE9,Pegasus Ranch,32.693888888888885,-81.7986111111111,,-6.90372
6562,7TN4,Pegasus Fld,35.17277777777777,-89.5625,,-1.92604
6563,6IN6,Pegasus Farms Airfield,39.54888888888889,-86.47666666666667,,-4.59454
6564,5AZ3,Pegasus Airpark,33.208725,-111.61724027777777,,9.80500
6565,74OK,Pegasus Airpark,35.94772483333333,-97.48928483333331,,3.36084
6566,50PA,Pegasus Air Park,40.93342611111111,-75.3496275,,-12.05285
6567,42CN,Peg Fld,36.7091163888889,-119.40484694444444,,12.47530
6568,TS47,Peeler Airpark,29.21615555555556,-98.12102361111108,,3.66594
6569,4K0,Pedro Bay,59.796944444444435,-154.12997222222222,,13.65316
6570,2NJ8,Peddie School,40.26177611111111,-74.5195975,,-12.33789
6571,PEQ,Pecos Muni,31.382388888888887,-103.51072222222223,KPEQ,6.44431
6572,PS18,Pecora Fld,41.90367388888889,-78.62752638888887,,-10.39184
6573,05PA,Peco Mob,39.954834722222216,-75.1782338888889,,-11.94680
6574,02PN,Peco Berwyn,40.05901944444445,-75.46138888888889,,-11.82074
6575,07TX,Pecks,33.18400472222222,-96.44804055555555,,2.71280
6576,IS58,Pecatonica Fire Protection District,42.307222222222215,-89.3625,,-2.75232
6577,AL84,Pecan Ponds Farm,30.558526944444445,-87.60415138888888,,-2.84755
6578,0TX1,Pecan Plantation,32.35375694444445,-97.676125,,3.44206
6579,0GE4,Pecan Patch Airstrip,33.33138888888889,-84.26666666666667,,-5.37267
6580,04XA,Pecan Fld,33.28393333333333,-98.40286111111112,,3.87544
6581,L11,Pebbly Beach,33.33836194444444,-118.31201638888888,,11.57287
6582,76FD,Peavy Farms,30.670205555555558,-84.4149,,-4.95696
6583,XS53,Peaster 01,32.85048888888889,-97.86224722222221,,3.55518
6584,0ME4,Peasley Fld,44.74246944444445,-68.47440277777778,,-15.74867
6585,SC40,Pearson's Farm,35.05734222222222,-81.9448275,,-7.13117
6586,5TA3,Pearson Ranch Private,29.358577500000006,-97.14470833333334,,3.13278
6587,AR13,Pearson Fld,34.986198611111114,-92.63349583333334,,0.20257
6588,VUO,Pearson Fld,45.6204525,-122.65648833333334,KVUO,15.03657
6589,LVJ,Pearland Rgnl,29.521277777777772,-95.24213888888887,KLVJ,2.04357
6590,29TE,Pearland,29.55863888888889,-95.28080555555556,,2.06534
6591,0KS8,Pearce Fld,37.381572222222225,-95.37589444444444,,1.97782
6592,L25,Pearce Ferry,36.09322222222223,-114.0467222222222,,11.02652
6593,99TA,Peacock Willow Creek,32.494028055555546,-97.36973916666666,,3.26419
6594,4NC7,Peacock,35.69626444444444,-78.53750305555555,,-9.34873
6595,5GE1,Peachtree Landings,32.57027777777778,-83.72194444444446,,-5.64033
6596,GA2,Peach State Aerodrome,33.183453055555546,-84.37159027777777,,-5.28475
6597,28GA,Peach Rgnl Medical Center,32.60611111111111,-83.75888888888889,,-5.62044
6598,FL66,Peach Orchard,29.557152777777773,-82.49675,,-6.05291
6599,89MI,Peach Lake,44.289452777777775,-84.17185555555557,,-7.06607
6600,14ID,Peaceful Cove,43.670652777777775,-116.21123055555556,,13.08901
6601,VA92,Peace and Plenty Farm,37.7238888888889,-75.78611111111111,,-11.22339
6602,61GA,Pea Patch Aerodrome,33.301808888888885,-82.1723427777778,,-6.74495
6603,4TA4,Pea Patch,29.939386111111112,-96.06046666666668,,2.51234
6604,2WA0,Pcfd Nr 26,47.14493333333333,-121.63623611111113,,15.20380
6605,7TN7,Pca,35.03527777777778,-88.2525,,-2.82835
6606,Y30,Pbeaaye,45.531121944444436,-84.55698166666666,,-7.02252
6607,6FL3,Payson Ranch,26.937281111111112,-81.56702222222222,,-6.29456
6608,PAN,Payson,34.256836388888885,-111.33925583333333,KPAN,9.87522
6609,PEX,Paynesville Muni,45.372063527777776,-94.74472630555556,KPEX,1.21424
6610,ME47,Payne Fld,44.85450555555556,-69.45643638888889,,-15.47435
6611,4MS0,Payne,32.300423611111114,-89.85896722222222,,-1.49976
6612,VG05,Payne,37.87958666666667,-78.05749916666666,,-9.98476
6613,S75,Payette Muni,44.09397361111111,-116.90310555555556,,13.37810
6614,NM46,Pay Jay Nr 2,32.84039,-104.40051833333334,,6.96711
6615,NM45,Pay Jay Nr 1,32.83927888888889,-104.40162944444445,,6.96753
6616,90FL,Paxton,27.36115388888889,-80.76089222222222,,-6.84463
6617,1C1,Paxton,40.44897888888889,-88.12773805555555,,-3.47835
6618,58PA,Pax-Terra Caelum,39.859966666666665,-78.9877,,-9.77500
6619,PXK,Paxson,63.02458000000001,-145.50055083333334,PAXK,17.01301
6620,9OK2,Pawnee Muni Hospital,36.33075,-96.79960555555556,,2.92539
6621,H97,Pawnee Muni,36.37731111111111,-96.80520833333333,,2.92895
6622,50K,Pawnee City Muni,40.116166666666665,-96.19486111111112,,2.49217
6623,3NE7,Pawlet Ranch,41.8291463888889,-102.3426922222222,,6.55920
6624,H76,Pawhuska Muni,36.67172611111111,-96.40556916666668,,2.66962
6625,78OK,Pawhuska,36.67385555555556,-96.32528888888888,,2.61726
6626,CL33,Pauma Valley Air Park,33.31058972222222,-116.99808333333334,,11.28350
6627,05NJ,Paulus Hook Pier,40.71339722222223,-74.03202222222222,,-12.66511
6628,OL00,Pauls Valley State School,34.69174861111111,-97.21141111111113,,3.18045
6629,PVJ,Pauls Valley Muni,34.70956327777778,-97.22334583333334,KPVJ,3.18788
6630,0MN4,Paul's,46.477189444444456,-94.303055,,0.77957
6631,1Y9,Paullina Muni,42.9878888888889,-95.66447222222223,,2.03803
6632,PUJ,Paulding Northwest Atlanta,33.91204305555556,-84.94061944444445,KPUJ,-4.98953
6633,GA69,Paulding Meml Hospital,33.919825,-84.85271805555556,,-5.04987
6634,1NE1,Paul Ridder Ranch,41.28333833333333,-100.05040277777779,,5.09911
6635,T36,Paul Pittman Meml,31.14601111111111,-90.168145,,-1.20888
6636,0PN9,Paul Personal Use,41.71950305555556,-79.67782944444446,,-9.69553
6637,79MN,Paul Fld,48.377744722222225,-95.75444583333334,,1.83104
6638,8D4,Paul C Miller-Sparta,43.12743755555557,-85.67912958333334,,-5.71410
6639,0M3,Paul Bridges Fld,35.54597222222222,-87.59733333333332,,-3.33637
6640,NA49,Paul Airstrip,48.417775555555544,-100.05458,,5.25681
6641,NHK,Patuxent River NAS/Trapnell Fld,38.286333,-76.409971,KNHK,-10.98722
6642,9K6,Patty Fld,37.80044444444445,-96.79902777777778,,2.92273
6643,6NR6,Patton Valley,35.66222222222222,-81.87277777777777,,-7.26327
6644,TT05,Patton Air Park,29.19136111111111,-98.255125,,3.73761
6645,GA21,Patterson Island,31.46133416666667,-81.33870944444443,,-7.03041
6646,66KS,Patterson Farms,37.163888888888884,-95.87222222222222,,2.31389
6647,3IL0,Patten Industries,41.92419611111111,-87.96339861111113,,-3.78564
6648,II09,Patrum Fld,39.57365777777778,-86.61805722222222,,-4.49388
6649,PS33,Patriot American Park,40.633055555555565,-75.45861111111111,,-11.93543
6650,COF,Patrick AFB,28.23500666666667,-80.60997805555554,KCOF,-7.05259
6651,06I,Patoka Reservoir Landing Area,38.43338861111111,-86.69110222222223,,-4.29958
6652,AK63,Pat-Mar Strip,61.588611111111106,-149.14249999999996,,15.64610
6653,TX73,Patients Emergency Room,29.822252777777774,-94.90230555555556,,1.83501
6654,WA91,Pathfinder Helicopter,47.75878555555556,-117.15465194444445,,14.22821
6655,FL04,Pate Lake,30.691316666666665,-85.75512222222223,,-4.08069
6656,8XS4,Patco,29.917158611111113,-93.88739138888891,,1.22090
6657,FD02,Patch O Blue,29.484970833333332,-82.022035,,-6.34286
6658,4CL6,Pat Coyle Meml,33.14217777777777,-117.14553888888891,,11.28455
6659,PN79,Passavant Hospital,40.573372222222226,-80.01189166666667,,-9.26217
6660,84IS,Passavant Area Hospital,39.74772777777777,-90.26035833333331,,-1.80710
6661,5MA3,Pasport,42.187593055555546,-72.14313305555557,,-13.82582
6662,PRB,Paso Robles Muni,35.672888888888885,-120.62708333333332,KPRB,12.49454
