"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2019-01-29,"00:03","2019-01-29T00:03Z","JIA5379","DEN","UAS",NA,"PHL","PIC reported a UAS at it's 12 o'clock position 50FT above Aircraft while turning W bound at 7,500FT 8.5 NM NE PHL. No evasive action reported. Local law enforcement notified at 215-937-6963.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5 NM NE PHL","AIRPORT"
2019-02-19,"01:15","2019-02-19T01:15Z","N66DD","DEN","UAS",NA,"LAX","Report of a black and red quad copter UAS at 600 feet 2 NM E LAX (vicinity of new stadium construction site). No evasive action reported.LAX airport operations notified at310-646-4265. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM E LAX","AIRPORT"
2019-03-04,"02:09","2019-03-04T02:09Z","DAL1788","DEN","UAS",NA,"N90","Reported black and white UAS at 1200 feet while SE bound at 1000 feet 3nm SE LGA on final to runway 22. The same UAS was reported by multiple aircraft 4 E of the George Washington bridge at 2400 feet. No evasive action reported by any aircraft. N90 reported no impact to operation. NYPD Aviation Unit notified 718-692-3333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3nm SE LGA","AIRPORT"
2019-03-18,"20:38","2019-03-18T20:38Z","N26082","DEN","UAS",NA,"CHS","Aircraft reported a black quadcopter UAS while SSE bound at 3,000 feet 5 NM E MSD. No evasive action taken. Mt. Pleasant PD notified at 843-884-4176.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM E MSD","AIRPORT"
2019-03-24,"02:31","2019-03-24T02:31Z","N7935H","DEN","UAS",NA,"I90","Aircraft observed a small black UAS approximately 1 foot in diameter while E bound at 3,000 feet 12 NM E TNV. No evasive action was taken. Grimes County Sheriff County Sheriff notified at 936-873-2151.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM E TNV","AIRPORT"
2019-04-16,"18:33","2019-04-16T18:33Z","EDV5008","DEN","UAS",NA,"BOS","Aircraft reported black and white UAS 600 feet below while NNW bound at 1,000 feet, 5 NM SSEBOS. No evasive action taken. Massachusetts State PD notified at 508-820-3333. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM SSEBO","AIRPORT"
2019-04-25,"01:58","2019-04-25T01:58Z","N107TX","DEN","UAS",NA,"FWA","Reported a near miss with a whiteUAS at 2,600feet 6 NM E SMD. Closest proximity not reported. No evasive maneuvers reported. Law enforcement was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM E SMD","AIRPORT"
2019-05-17,"02:19","2019-05-17T02:19Z","UAL1869","DEN","UAS",NA,"DEN","Reported a UAS while W bound at 10,000 feet 27 NM N DEN. No evasive action taken.LEO notified at 303-342-4200. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27 NM N DEN","AIRPORT"
2019-06-03,"01:13","2019-06-03T01:13Z","N1029M","DEN","UAS",NA,"SCT","Aircraft reported a red UAS pass 5 feet below aircraft while WSW bound at 7,000 feet 10 NM SW PMD. No evasive action taken. LA County Sheriff notified at 562-421-2701.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM SW PMD","AIRPORT"
2019-06-03,"03:10","2019-06-03T03:10Z","RSP023","DEN","UAS",NA,"NCT","Aircraft reported a black and white quadcopter UAS 1,000 feet below aircraft while Ebound at 4,000 feet, 5 NM NNW SJC. No evasive action taken. San Jose PD notified at 408-277-8911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM NNW SJC","AIRPORT"
2019-06-03,"23:55","2019-06-03T23:55Z","SKW3779","DEN","UAS",NA,"N90","Aircraft reported a white UAS with silver camera 100 feet above aircraft while NE bound at 4,000 feet, 15 NM NE LGA. No evasive action taken. New York PD Aviation notified at 718-692-1220.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM NE LGA","AIRPORT"
2019-06-04,"00:43","2019-06-04T00:43Z","CRSB021","DEN","UAS",NA,"NKT","Aircraft reported a UAS at 500 feet, 3.75 NM SE NCA. No evasive action reported. NCA base operations notified at 910-449-6316.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.75 NM SE NCA","AIRPORT"
2019-06-04,"03:47","2019-06-04T03:47Z","ASQ4142","DEN","UAS",NA,"IAH","Aircraft reported a red and black UAS at 9 O'clock, 200 feet below while E bound at 3,000 feet, 10 NM W IAH. No evasive action taken. Houston PD notified at 832-395-1995.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM W IAH","AIRPORT"
2019-06-07,"23:34","2019-06-07T23:34Z","SWA2168","DEN","UAS",NA,"BUF","Aircraft reported a white UAS whileSW bound at 2,000 feet, 5 NM NE BUF. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM NE BUF","AIRPORT"
2019-06-21,"02:34","2019-06-21T02:34Z","AAL1021","DEN","UAS",NA,"F11","Reported a sliver UAS at 10 o'clock and half amile while S bound at 11,000 ft. 27 NM N MCO. No evasive action taken. Volusia County Sheriff notified at 386-248-1777. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27 NM N MCO","AIRPORT"
2019-10-13,"00:00","2019-10-13T00:00Z","BTQ817","DEN","UAS",NA,"P50","Aircraft observed a white quad copter UAS while WSW bound at 4,800 feet 12 NM E PHX. No evasive action was taken. Phoenix Airport PD notified at 602-273-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM E PHX","AIRPORT"
2019-10-28,"15:18","2019-10-28T15:18Z","N75NP","DEN","UAS",NA,"BFI","Aircraft observed a UAS off the right side while SE bound at 300 feet 6 NM NW SEA. No evasive action reported. Seattle PD notified at 206-625-5011.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM NW SEA","AIRPORT"
2020-02-14,"20:45","2020-02-14T20:45Z",NA,"DEN","UAS",NA,"MER","Airport employee reported a UAS operating at a height of approximately 150 feet approximately 1 NM S MER. No aircraft were affected or near the UAS. ATC Specialist attempted locating the drone operator unsuccessfully. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM S MER","AIRPORT"
2020-10-27,"20:02","2020-10-27T20:02Z","WIZARD1","DEN","UAS",NA,"ZAB","Aircraft observed a UAS or balloon while maneuvering in the SELLS ATCAA at FL 200 76 NM S BXK. No evasive action was taken. Pima County notified at 520-866-5711.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76 NM S BXK","AIRPORT"
2020-11-14,"18:05","2020-11-14T18:05Z","N4461T","NCRCC","UAS",NA,"PCT","Aircraft observed a UAS right below aircraft bound at 2,500 feet, 23 NM E CHO. No evasive action was taken. Orange Co. Police notified at 540-672-1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23 NM E CHO","AIRPORT"
2020-11-24,"20:19","2020-11-24T20:19Z",NA,"DEN","UAS",NA,"MGE","Security Forces picked up a UAS on scanner frequencies .5 NM NE MGE. No visual observations and no impact to operations. Unable to locate UAS operator. MGE Security Forces notified at 678-290-1237.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".5 NM NE MGE","AIRPORT"
2021-01-20,"19:52","2021-01-20T19:52Z","SHF11","DEN","UAS",NA,"SCT","Aircraft observed a UAS off the six o'clock while E bound at 5,200 feet 8 NM ENE OKB. No evasive action was taken. SHF11 is in pursuit to locate operator. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM ENE OKB","AIRPORT"
2021-05-13,"23:30","2021-05-13T23:30Z",NA,"DEN","UAS",NA,"HQ DEN","Joint Base Pearl Harbor-Hickam Command Post reports a UAS sighting by a person on the ground near the navy yard dry docks, 3 NM NW HNL. Security Forces conducted a sweep of the area with negative results. 0007 HNL reported no sightings or impacts.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM NW HNL","AIRPORT"
