"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2018-07-20,"22:34","2018-07-20T22:34Z","EDV5280","DEN","UAS",NA,"N90","Aircraft reported a white UAS at 8,000 feet while 12 NM NNW of Colt's Neck, NJ. No evasive action taken. New Jersey State PD notified at 609-882-2000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM N of N90","AIRPORT"
2018-07-21,"01:02","2018-07-21T01:02Z","BYF17","DEN","UAS",NA,"SBP","PIC reported a small black UAS 100FT off left side at 11 o'clock while S bound at 2,500FT 4 NM SBP. No evasive action taken. San Luis Obispo sheriff notified at 805-781-4540.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM S of SBP","AIRPORT"
2018-07-26,"08:54","2018-07-26T08:54Z","NAX7742","DEN","UAS",NA,"ZLA","Aircraft reported a UAS off their left side while NNE bound at FL350 10 NM W of Mormon Mesa, NV. No evasive action reported. Clark County Sheriff notified at 702-397-2669.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM W of ZLA","AIRPORT"
2018-08-03,"06:16","2018-08-03T06:16Z","N4118W","DEN","UAS",NA,"ZOA","Reported a UAS 500 feet below aircraft while E bound at 9,000 feet, 9.8 NM N of Georgetown, CA. No evasive action reported. El Dorado County Sheriff notified at 530-621-5655.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8 NM N of ZOA","AIRPORT"
2018-08-07,"02:49","2018-08-07T02:49Z","DOLPHIN1","DEN","UAS",NA,"DTS","Pilot reported a white quad-copter UAS at 250 feeton right side whileinbound, 2.5 NM W of the airport. No evasive action and Okloosa Sheriff notified at 850-651-7400. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 NM W of DTS","AIRPORT"
2018-08-07,"03:05","2018-08-07T03:05Z","DCM2463","DEN","UAS",NA,"TMB","Pilot reported UAS at 1,500 feet, 7 NM W of airport. Evasive action reported and LEO notification not provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM W of TMB","AIRPORT"
2018-08-22,"01:40","2018-08-22T01:40Z","SHADY28","DEN","UAS",NA,"MIA","Pilot reported a red metallic UAS, same ALT of 3000 feet, while Wbound, 8 NM NNW of Miami. No evasive action taken. Miami PD notified at 305-953-3333. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM N of MIA","AIRPORT"
2018-08-23,"22:32","2018-08-23T22:32Z","LXJ444","DEN","UAS",NA,"SBN","Aircraft reported a white quad copter UAS 200 feet below their aircraft while SW bound at 6,000 feet 3 NM NW of La Porte, IN. No evasive action reported. La Porte County Sheriff notified at 219-326-7700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of SBN","AIRPORT"
2018-08-26,"22:41","2018-08-26T22:41Z","N340MK","DEN","UAS",NA,"N90","Aircraft reported a silver UAS while E bound at 7,500 feet 6 NM NW Calverton, NY. No evasive action taken. Suffolk PD notified at 631-858-5705.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM N of N90","AIRPORT"
2018-08-27,"06:38","2018-08-27T06:38Z","N612CK","DEN","UAS",NA,"WOC","Observed a UAS SE bound at low altitude approx. 5 NM SW of the McKenzie Bridge near the cougar reservoir. Closest proximity was 300 FT. Lane County Sheriff notified (phone number not provided). ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of WOC","AIRPORT"
2018-08-28,"19:38","2018-08-28T19:38Z","NDU642","DEN","UAS",NA,"IWA","Pilot reported a grey UAS while WNW bound at 2,600 feet, 2.5 NM W of Mesa Airport. No evasive action taken. Mesa PD notified at 480-644-2211. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 NM W of IWA","AIRPORT"
2018-08-29,"03:29","2018-08-29T03:29Z","N734UL","DEN","UAS",NA,"CMH","PIC reported a 1 foot in diameter, white quad copter, UAS at 2,000FT 3.15 NM NE Columbus. UAS passed within 20FT off right wing. No evasive action taken. Worthington PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.15 NM N of CMH","AIRPORT"
2018-08-29,"21:51","2018-08-29T21:51Z","ROTK61","DEN","UAS",NA,"PNS","Aircraft reported a black phantom type UAS flew within 30 feet of their aircraft while maneuvering at 2,000 feet 6 NM SW of Pensacola Naval Air Station, NPA. No evasive action reported. Escambia County Sheriff notified at 850-436-9620.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM S of PNS","AIRPORT"
2018-09-01,"04:43","2018-09-01T04:43Z","N541RB","DEN","UAS",NA,"I90","Pilot reported a large UAS off right side 30 feet above Aircraft while E bound at 12,200 feet, 17 NM WNW of Houston Hobby Airport. No evasive action reported. FBI notified at 713-693-5000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17 NM W of I90","AIRPORT"
2018-09-01,"22:56","2018-09-01T22:56Z","STY824","DEN","UAS",NA,"FTW","Pilot reported a black UAS, 1,000 feet below while SSW bound at 3,000 feet, 12 NM N of Fort Worth Airport. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM N of FTW","AIRPORT"
2018-09-03,"21:20","2018-09-03T21:20Z","CFMKZ","DEN","UAS",NA,"SYR","Pilot reported a black UAS with green lights 200 feet above and 500 feet off left side while WSW bound at 10,000 feet, 4 NM NE of Schroon Lake. No evasive action taken. NY State PD notified at 518-58506200. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of SYR","AIRPORT"
2018-09-04,"21:41","2018-09-04T21:41Z","N817W","DEN","UAS",NA,"C90","Pilot reported a black UAS at same altitude while NE bound at 8,700 feet 15 NM NE of Chicago. No evasive action taken. FBI notified at 312-242-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM N of C90","AIRPORT"
2018-09-04,"22:31","2018-09-04T22:31Z","SKW5841","DEN","UAS",NA,"GEG","Pilot reported a UAS 300-500 feet below aircraft while SSW bound at 3,500 feet, 4 NM NNE of Spoken. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of GEG","AIRPORT"
2018-09-05,"09:01","2018-09-05T09:01Z","N63C","DEN","UAS",NA,"M03","Aircraft reported a UAS pass 50 feet below them while E bound at 600 feet 9 NM ENE of Memphis, TN. No evasive action reported. Germantown PD notified at 901-754-7222.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 NM E of M03","AIRPORT"
2018-09-05,"09:12","2018-09-05T09:12Z","CG6572","DEN","UAS",NA,"SJU","Aircraft reported a UAS passed500 feet above their aircraft, opposite direction while E bound at 600 feet 2 NM W Aguadilla, PR. No evasive action reported. San Juan Airport Security notified at 787-890-1226. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM W of SJU","AIRPORT"
2018-09-10,"00:39","2018-09-10T00:39Z","OKC618","DEN","UAS",NA,"ZAU","Aircraft reported a quad copter UAS pass 50 feet off their right wing while NW bound at 13,000 feet 8 NM SW of Peru, IL. No evasive action reported. Putnam County Sheriff notified at 815-925-7084.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM S of ZAU","AIRPORT"
2018-09-10,"02:02","2018-09-10T02:02Z","CNS524","DEN","UAS",NA,"A90","Aircraft reported a white UAS passed 200 feet below their aircraft from the front while NE bound at 3,000 feet 8 NM SW of Norwood, MA. No evasive action reported. Massachusetts State PD notified at 508-820-2121.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM S of A90","AIRPORT"
2018-09-10,"02:07","2018-09-10T02:07Z","N6265T","DEN","UAS",NA,"C90","Aircraft reported a UAS while SSE bound at 4,000 feet 11 NM NW of Nbrook, IL. No evasive action taken. FBI notified at 312-242-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 NM N of C90","AIRPORT"
2018-09-11,"23:50","2018-09-11T23:50Z","N38HX","DEN","UAS",NA,"WOC","Pilot reported a dark color quadcopter UAS operating at same altitude while N bound at 12,000 feet, 65 NM N Twin Falls, ID. UAS entered W side of firefighting TFR22224 TFR firefighting operations were suspended for one hour. UNKN if LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65 NM N of WOC","AIRPORT"
2018-09-12,"02:05","2018-09-12T02:05Z","N350AL","DEN","UAS",NA,"C90","Pilot reported a black quadcopter UAS 500 feet above aircraft, off right side, while Sbound at 4,500 feet, 10 NM S of Chicago-Waukegan. No evasive action reported. FBI notified at 312-829-2677. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM S of C90","AIRPORT"
2018-09-12,"06:02","2018-09-12T06:02Z","EDV5160","DEN","UAS",NA,"ZNY","Pilot reported a UAS at 9 O'clock position, 400 feet below, while SE bound at 1,000 feet, 1 NM NE of LaGuardia Airport. No description of UAS reported. No evasive action taken. NYPD Aviation notified at 718-692-1220. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of ZNY","AIRPORT"
2018-09-12,"22:25","2018-09-12T22:25Z","SKW4976","DEN","UAS",NA,"M98","PIC reported a small red UAS while WNW bound at 10,000FT 14 NM N of Minneapolis. No evasive action taken. Anoka County Sheriff notified 673-427-3333. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 NM N of M98","AIRPORT"
2018-09-13,"21:45","2018-09-13T21:45Z","SKV7593","DEN","UAS",NA,"C90","Aircraft reported a small black UAS off the right side while W bound at 5,700 feet, 10 NM NW of Chicago. No evasive action taken. FBI notified at 312-829-2677. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of C90","AIRPORT"
2018-09-17,"04:17","2018-09-17T04:17Z","DAL1059","DEN","UAS",NA,"HQ DEN","Aircraft reported a large black UAS at 3,100 feet, 3 NM N of the George Washington bridge. No evasive action was taken. NYPDAviation unit was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of HQ DEN","AIRPORT"
2018-09-17,"21:12","2018-09-17T21:12Z","N398PM","DEN","UAS",NA,"ZID","Aircraft reported a large black quad copter UAS passed 50 feet below them while NE bound at FL210 41 NM WSW of Terra Haute, IN. No evasive action taken. Crawford County PD notified at 618-546-1515.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41 NM W of ZID","AIRPORT"
2018-09-19,"02:43","2018-09-19T02:43Z","N2606Y","DEN","UAS",NA,"FAY","Reported a large grey delta shaped UAS pass within 200 feet at the 11 o'clock position at 4,000 feet 1 NM SW of Pope AAF, Fayetteville, NC. No evasive action taken. No LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM S of FAY","AIRPORT"
2018-09-19,"11:35","2018-09-19T11:35Z","N307DC","DEN","UAS",NA,"SMO","Aircraft reported a black 1 foot UAS while NE bound at 300 feet 7 NM W of Santa Monica, CA (near Getty Villa). No evasive action taken. Santa Monica PD and LAPD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM W of SMO","AIRPORT"
2018-09-23,"23:06","2018-09-23T23:06Z","N537A","DEN","UAS",NA,"Y90","Pilot reported a UAS in the 3 O'clock position at 2,500 feet, 7 NM W of Harford Airport. No evasive action reported. LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM W of Y90","AIRPORT"
2018-09-24,"01:52","2018-09-24T01:52Z","KAP211","DEN","UAS",NA,"SJU","Pilot reported a white and blue UAS at b600 feet below the right side while W bound at 3,000 feet, 5 NM S San Juan Airport. San Juan PD notified at 787-791-333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of SJU","AIRPORT"
2018-09-24,"04:55","2018-09-24T04:55Z","N730U","DEN","UAS",NA,"CAK","Pilot reported a red UAS off left side while SE bound at 4,500 feet 10 NM E of Akron. No evasive action taken. Stark County Sheriff notified at 330-430-3800. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM E of CAK","AIRPORT"
2018-09-24,"05:03","2018-09-24T05:03Z","N730U","DEN","UAS",NA,"CAK","Pilot reported agreen UAS off left side while SE bound at 4,500 feet 15 NM SE of Akron. No evasive action taken. Stark County Sheriff notified at 330-430-3800. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM S of CAK","AIRPORT"
2018-09-25,"23:27","2018-09-25T23:27Z","N286BA","DEN","UAS",NA,"PCT","Pilot reported two black UAS, 8 NM NE of Richmond, VA. No altitude reported. No evasive action taken. Hanover County Sheriff notified at 804-365-6110. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM N of PCT","AIRPORT"
2018-09-28,"02:24","2018-09-28T02:24Z","N62AW","DEN","UAS",NA,"GTU","Aircraft reported a white UAS 200 feet off their right side while E bound at 2,300 feet 3 NM NE of Georgetown, TX. No evasive action taken. Georgetown PD notified at 512-930-3510. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of GTU","AIRPORT"
2018-09-28,"03:12","2018-09-28T03:12Z","GKA609","DEN","UAS",NA,"SDM","Jumper reported a UAS while N bound at 2,000-3,000 feet 2 NM N San Diego, CA. No evasive action taken. Law enforcement was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM N of SDM","AIRPORT"
2018-10-01,"03:35","2018-10-01T03:35Z","N341DC","DEN","UAS",NA,"N90","Pilot reported a UAS form 3 o'clock position while WSW bound at 6,000 feet, 5 NM NE of Newark. No evasive action taken. NH State PD notified at 609-963-6817. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of N90","AIRPORT"
2018-10-03,"23:42","2018-10-03T23:42Z","G72093","DEN","UAS",NA,"MFE","PIC reported a black quad-copter UAS 200FT below while W bound at 1,000FT 1 NM S McAllen Airport. No evasive action reported. McAllen airport ops notified at 956-681-1515.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM S of MFE","AIRPORT"
2018-10-04,"04:05","2018-10-04T04:05Z","UAL727","DEN","UAS",NA,"NCT","PIC reported a UAS at same altitude while E bound at 12,000FT 15 NM NE Oakland Airport. No evasive action reported. Danville PD notified at 925-314-3700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM N of NCT","AIRPORT"
2018-10-04,"04:07","2018-10-04T04:07Z","WILDT51","DEN","UAS",NA,"ZDC","PIC reported a balloon shaped UAS with a camera while S bound at 13,500FT 5 NM N Currituck. The flight split formation to avoid UAS. Currituck County Sheriff notified at 252-232-2216.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of ZDC","AIRPORT"
2018-10-05,"03:25","2018-10-05T03:25Z","AAL1635","DEN","UAS",NA,"PBI","PIC reported a red UAS 100FT below Aircraft of 2,000FT 6 NM W Palm Beach. No evasive action taken. Palm Beach Sheriff notified at 531-471-7426.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM W of PBI","AIRPORT"
2018-10-05,"03:55","2018-10-05T03:55Z","SKW5169","DEN","UAS",NA,"D01","PIC reported a UAS at 800FT while heading NNW, 2 NM SSE Denver. Evasive action not reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM S of D01","AIRPORT"
2018-10-06,"23:30","2018-10-06T23:30Z","AAL2665","DEN","UAS",NA,"MIA","PIC reported a UAS while ESE bound at 800FT, 2 NM WNW Miami International Airport. No evasive action taken. Miami-Dade PD Aviation Unit notified at 305-876-7375.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM W of MIA","AIRPORT"
2018-10-07,"06:16","2018-10-07T06:16Z","UAE410","DEN","UAS",NA,"NCT","PIC reported a white UAS at 9 o'clock position 100FT below while NNE bound at 5,000FT 8 NM W Oakland, CA. No evasive action taken. San Francisco PD notified at 415-553-0123.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM W of NCT","AIRPORT"
2018-10-07,"06:20","2018-10-07T06:20Z","N2801U","DEN","UAS",NA,"ADS","PIC reported a UAS passing below while W bound at 2,500FT 6 NM E Addison, TX. No evasive action taken. DFW DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM E of ADS","AIRPORT"
2018-10-07,"21:50","2018-10-07T21:50Z","N1776L","DEN","UAS",NA,"ZOB","Pilot reported a blue, gold and orange UASTri-copter pass 500 feet below aircraft, from the 12 O'clock position, while W bound at 9,000 feet, 10 NM N of Revloc, PA. No evasive action reported. PA State PD notified at 814-445-4104. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of ZOB","AIRPORT"
2018-10-08,"02:58","2018-10-08T02:58Z","JBU165","DEN","UAS",NA,"F11","Aircraft reporteda brightly colored quad copter 50 feet below their aircraft while ENE bound 1.5 NM SW of Ft. Myers, FL. No evasive action taken. Lee County Sheriff notified at 239-690-3990. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 NM S of F11","AIRPORT"
2018-10-08,"05:56","2018-10-08T05:56Z","UAL2537","DEN","UAS",NA,"N90","Aircraft reported a UAS while ESE bound at 6,000 feet 5 NM SW of Morristown, NJ. No evasive action taken. New Jersey State Police Aviation Unit notified at 908-203-8903.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of N90","AIRPORT"
2018-10-13,"20:50","2018-10-13T20:50Z","N7695N","DEN","UAS",NA,"FAT","PIC reported a light colored UAS 1,000FT below aircraft while SE bound at 6,000FT 6 NM N Hanford, CA. No evasive action taken. Fresno Sheriff notified 800-522-8086.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM N of FAT","AIRPORT"
2018-10-13,"22:27","2018-10-13T22:27Z","N91315","DEN","UAS",NA,"LFT","PIC reported a black and white quad copter UAS while S bound at 3,500FT 4 NM N Lafayette, LA. No evasive action taken. Lafayette PD notified at 337-291-8671.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of LFT","AIRPORT"
2018-10-16,"00:29","2018-10-16T00:29Z","PAT165","DEN","UAS",NA,"NFG","PIC reported black UAS while N bound at 5,000FT 10 NM NW Camp Pendleton. No evasive action taken. San Diego Sheriff notified at 858-565-5200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of NFG","AIRPORT"
2018-10-16,"04:47","2018-10-16T04:47Z","LXJ420","DEN","UAS",NA,"CAE","PIC reported a UAS at 2,500FT 5 NM W of Columbia. No evasive action taken. LEO notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM W of CAE","AIRPORT"
2018-10-19,"02:20","2018-10-19T02:20Z","ASH6215","DEN","UAS",NA,"ORF","PIC reported a silver UAS 12-15 inches in diameter, at 9,500FT,500FT below aircraft 40 NM WSW Norfolk. No evasive action taken. Wakefield, VA PD notified at 757-899-2361.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 NM W of ORF","AIRPORT"
2018-10-19,"02:45","2018-10-19T02:45Z","MSTNG01","DEN","UAS",NA,"SBA","PIC reported a quadcopter with a camera hanging below it. The UAS passed 100-200FT below while W bound at 3,200FT 5 NM N Santa Barbara, CA. LEO information not available.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of SBA","AIRPORT"
2018-10-19,"04:05","2018-10-19T04:05Z","N412CG","DEN","UAS",NA,"RSW","PIC reported a white UAS off left side 3,000FT below while S bound at 7,000FT 15 NM NE Fort Meyers, FL. No evasive action taken. Lee County Sheriff notified at 239-690-3990.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM N of RSW","AIRPORT"
2018-10-19,"06:03","2018-10-19T06:03Z",NA,"DEN","UAS",NA,"MFE","A person on the ground reported a medium sized white UAS 100FT 3 NM E Mc Allen, Texas. McAllen PD notified at 956-682-4321.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM E of MFE","AIRPORT"
2018-10-20,"03:06","2018-10-20T03:06Z","N7874V","DEN","UAS",NA,"PHL","Reported a UAS off the left side while at 2,700 feet, 10 NM NE of Modena, PA. No evasive action. LEOs not notifed. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of PHL","AIRPORT"
2018-10-20,"20:40","2018-10-20T20:40Z","UAL1550","DEN","UAS",NA,"RSW","Pilot reported a white and silver UAS at the10 o'clock position while NE bound at 1,900 feet, 7 NM SW of Fort Myers. No evasive action taken. Lee County Sheriff notified at 239-690-3390. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM S of RSW","AIRPORT"
2018-10-21,"22:20","2018-10-21T22:20Z","N217DL","DEN","UAS",NA,"RSW","VFR aircraft reported a remote controlled jet propelled UAS conduction figure eight maneuvers at 1,500 feet while S bound 15 NM NW of Fort Meyers. UAS operator possibly operating out of the Cape Coral Seahawk Remote Control Park. No evasive action taken. Lee County Sheriff notified at 239-477-1000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM N of RSW","AIRPORT"
2018-10-23,"21:54","2018-10-23T21:54Z","N246MD","DEN","UAS",NA,"CMH","PIC reported a large black UAS 300FT off right side while W bound at 4,500FT 3 NM E of Appleton, OH. No evasive action taken. Licking County Sheriff notified at 740-670-5555. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM E of CMH","AIRPORT"
2018-10-24,"19:50","2018-10-24T19:50Z","N504A","DEN","UAS",NA,"LZU","PIC reported a black UAS at 2,000FT 1 NM NW Lawrenceville. Evasive action not reported. LEOs not notified for UNKN reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of LZU","AIRPORT"
2018-10-25,"02:55","2018-10-25T02:55Z","SWA1538","DEN","UAS",NA,"SEA","Pilot reported a UAS off right side while SSE bound at 1,300 feet 4 NM NNW of Seattle. No evasive action taken. Port of Seattle PD notified at 206-787-5400. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of SEA","AIRPORT"
2018-10-26,"04:56","2018-10-26T04:56Z","SWA2505","DEN","UAS",NA,"DAL","Pilot reported a UAS while inbound 200 feet off theright wing at 4,000 feet 10 NM NE of Dallas-Love Airport. No evasive action taken. Dallas PD notified at 972-973-3210. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of DAL","AIRPORT"
2018-10-27,"01:24","2018-10-27T01:24Z","BAYJUMP1","DEN","UAS",NA,"NCT","Pilot reported a red and white UAS at 10 o'clock position and 2.5 NM, while SE bound at 7,000 feet 10 NM W of Salinas(SNS). No evasive action taken LEO not notified by ATC. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM W of NCT","AIRPORT"
2018-10-27,"05:04","2018-10-27T05:04Z","N67557","DEN","UAS",NA,"WOC","Pilot reported a black UAS, one foot in diameter, at 2,500 feet, 2.5 NM E of Addison. UAS was ENE bound at approx. 2,000 feet. No evasive action taken. DFW Airport PD notified at 972-973-3201. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 NM E of WOC","AIRPORT"
2018-10-28,"00:33","2018-10-28T00:33Z","ASQ4184","DEN","UAS",NA,"ZBW","Pilot reported at large UAS three to four feet in diameter at same attitude while NNE bound at 16,500 feet, 2 NM E of Carmel. No evasive action taken. Lewisboro PD notified at 914-763-8903. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM E of ZBW","AIRPORT"
2018-10-29,"01:43","2018-10-29T01:43Z","N127CF","DEN","UAS",NA,"MGM","PIC reported a fixed wing UAS 5FT in diameter 500FT below while S bound at 7,500FT 4 NM SW Montgomery. No evasive action taken. Montgomery PD notified at 334-241-2651.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM S of MGM","AIRPORT"
2018-10-29,"23:43","2018-10-29T23:43Z","CFMHD","DEN","UAS",NA,"CLE","PIC reported a UAS at same altitude while E bound at 8,000FT 5 NM W Chardon, OH. No evasive action taken. FBI notified at 216-372-3848.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM W of CLE","AIRPORT"
2018-10-30,"05:02","2018-10-30T05:02Z","ASA432","DEN","UAS",NA,"LAX","PIC reported a UAS off leftside while ENE bound at 4,500FT, 14 NM NE of Los Angeles, CA. LAPD Air Division notified at 213-485-2600. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 NM N of LAX","AIRPORT"
2018-10-31,"00:27","2018-10-31T00:27Z","GRIFFIN18","DEN","UAS",NA,"SLC","PIC reported a white Phantom 4 type UAS 200FT below and 0.25 NM N of Aircraft while W bound at 6,000FT VCNY Salt Lake City, UT. No evasive action taken. SLC Airport PD notified at 801-575-2401.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25 NM N of SLC","AIRPORT"
2018-10-31,"23:30","2018-10-31T23:30Z",NA,"DEN","UAS",NA,"JNU","ATC reported black and yellow UAS at 1,000FT 1 NM N Juneau, AK. No conflict with Aircraft. Juneau PD notified at 907-586-3333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of JNU","AIRPORT"
