"REMARKS","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
"A ZMP off-duty employee reported 15-20 UAS along Interstate 35 approximately 20 NM S Minneapolis, MN. Altitude estimated at 200 feet. No Aircraft involved and MSP APCH verified no impact to aviation at that location. Rice County Sheriff notified.","1/6/2020","1:40","2020-01-06T01:40Z",NA,"DEN","UAS",NA,"ZMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM S  ZMP",NA
"A concerned citizen reported two large UAS over his residence at differing heights. Activity reported for 40 minutes, location is approximately 3-5 NM W of SUX (Sioux City, IA). SUX was unaware of the activity with no reported impact. Dakota County Sheriff notified at.","2/3/2020","1:20","2020-02-03T01:20Z",NA,"DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM W of WOC",NA
"Airport employee reported a UAS operating at a height of approximately 150 feet approximately 1 NM S MER. No aircraft were affected or near the UAS. ATC Specialist attempted locating the drone operator unsuccessfully. ","2/14/2020","20:45","2020-02-14T20:45Z",NA,"DEN","UAS",NA,"MER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","1 NM S MER",NA
"Aircraft observed two UAS passing underneath while at 2,000 feet, 17 NM SW of Orlando. No evasive action was taken. Osceola County Sheriff notified at.","3/23/2020","17:30","2020-03-23T17:30Z","N545AP","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NM SW of WOC",NA
"Aircraft (VM374) observed a UAS while E bound at approximately 8,800 feet 3-5 NM S of IAD. UAS appeared to be a quad copter heading W bound. No evasive action was taken. Loudoun County Sheriff Department notified at. Approximate address drone was over was Tisbury Court, Chantilly, VA which is just N of the S Riding Golf Club.","5/23/2020","22:22","2020-05-23T22:22Z","VM374","NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM S of PCT",NA
"Boston PD reported that a UAS was observed over a public demonstration at an altitude of 150 feet 4 NM W SW of BOS, over Frog Pond. ","6/7/2020","21:13","2020-06-07T21:13Z","SP5","DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM W  BOS",NA
"2230 INITIAL/CLOSEOUT: Air Traffic Controllers in the BED ATCT visually observed a black UAS approximately 1 NM NE of BED at approximately 200 feet. No impact to operation reported. Drone disappeared behind trees when police lights became visible near the perimeter fence. UAS may have been operating near HAFB Campground. Bedford PD notified at. AWO notified.","7/26/2020","22:59","2020-07-26T22:59Z",NA,"DEN","UAS",NA,"BED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NE of BED",NA
"USSS notified NCRCC a UAS had been detected at 0007 approximately 2.5 NM NW of the center of the Baltimore TFR. 0012 The UAS was no longer detected. NFA.","8/26/2020","0:15","2020-08-26T00:15Z",NA,"NCRCC","NORAD-COORDINATION","LAW ENFORCEMENT, UAS","USSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2.5 NM NW of USSS",NA
"N347PD, CJ4, observed a UAS 1/2 NM W of ANP at altitude 4,850 feet traveling Sbound at 1550Z. UAS appeared to be silver. No evasive action was taken and no injuries were reported. LEO's are being contacted.1635: Ann Arundel PD contacted at.","9/21/2020","16:22","2020-09-21T16:22Z",NA,"NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1/2 NM W of PCT",NA
"PAT12 reported seeing a white light about 2 NM N of BWI at 200 feet. No evasive action taken and nothing was seen out of tower window by ATC. Anne Arundel PD notified at as well as airport PD. BWI will file MOR.","10/1/2020","1:21","2020-10-01T01:21Z","PAT12 ","NCRCC","UAS","MOR","BWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM N of BWI",NA
"Police in support of the VIP movement observed a UAS 1 NM S of the airport. At 0035 another UAS was observed 1.5 NM E by the Police. No impact to operations. Police were unable to locate UAS or operator. UAS were not observed again. NFA.   ","10/28/2020","0:30","2020-10-28T00:30Z",NA,"DEN","UAS",NA,"OMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of OMA",NA
"An authorized UAS operator observed an unauthorized UAS operating in an area 1 NM WSW of HUF Airport at roughly 200 feet AGL. He observed the unauthorized UAS descending below the tree line and when he arrived at the assumed area, there were no individuals or operators. HUF resumed normal operations.  Report received via MOR. ","10/30/2020","16:29","2020-10-30T16:29Z",NA,"DEN","UAS",NA,"HUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM WSW of HUF",NA
"Facility received telephone call of UAS activity 1 NM N of the airport by observers driving by. UAS was not observed by ATCT or Aircraft. Oklahoma City Airport police notified at. ATCT reports they were unable to locate operator. ","11/4/2020","0:15","2020-11-04T00:15Z",NA,"DEN","UAS",NA,"OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM N of OKC",NA
"ATCT observed a red and green UAS orbiting at 1,000 feet, .5 NM N of the field. No aircraft involved, no impact to ATC. Torrance PD notified at. 0138 UAS activity no longer observed.","11/22/2020","1:30","2020-11-22T01:30Z",NA,"DEN","UAS",NA,"TOA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)",".5 NM N of TOA",NA
"Security Forces picked up a UAS on scanner frequencies .5 NM NE MGE. No visual observations and no impact to operations. Unable to locate UAS operator. MGE Security Forces notified at.","11/24/2020","20:19","2020-11-24T20:19Z",NA,"DEN","UAS",NA,"MGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT",".5 NM NE MGE",NA
"A concerned citizen called the Hilo ATCT to report UAS activity near his home at 111 Ala Waena St., Hilo, HI (approximately 8 NM SW of Hilo Airport). He suspects a drug delivery operation involving 4 or 5 drones. No impact to ATC operations. Hilo PD notified at.","12/12/2020","4:30","2020-12-12T04:30Z",NA,"DEN","SUSPICIOUS ACTIVITY","UAS","ITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SW of ITO",NA
"Civilian pilot observed a drone from their private residence in close proximity to a departing aircraft and notified, the tower. The departing aircraft did not observe the drone. The UAS was observed 3 nm E of EUG 500. No evasive action was taken. LEO notified at.","1/10/2021","13:00","2021-01-10T13:00Z","N520LW","DEN","UAS",NA,"EUG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 nm E of EUG",NA
"A UAS was observed flying around 100 feet near the Adventure Helicopter sightseeing helipad. The drone was in the flight path of the helicopter operations at the helipad. No impact to operations at MYR. The UAS operator had lost sight of the drone. The drone was confiscated by an Adventure Helicopters representative. The Adventure Helipad is 3 NM NE of MYR. Horry County Sheriff notified by Adventure Helicopter at. AWO/TSOC notified. ","4/4/2021","22:00","2021-04-04T22:00Z",NA,"DEN","UAS","MOR, NOTIFICATION-LATE","MYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NE of MYR",NA
"Massachusetts State Police notified the tower of an unauthorized UAS approximately 1 NM S of the airfield at about 120' above the ground. Upon further investigation the UAS operator was found and the activity was suspended with no impact to air traffic. State police reported that the operator's license number was: 4139754. The operator advised that they had permission to fly the UAS, but the activity was suspended without further incident. ","4/27/2021","21:30","2021-04-27T21:30Z",NA,"DEN","UAS",NA,"BED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of BED",NA
"RVS ATCT directly observes and has received multiple reports of UAS activity 1 NM SE of airport between 400-1100 AGL. No evasive action has been taken by aircraft, however the ATCT has modified their pattern traffic to avoid the unauthorized UAS activity. HQ DEN requested ATCT notify Airport Management and add unauthorized UAS activity to their ATIS as well as notify all arriving and departing aircraft. HQ DEN requested RVS ATCT notify local LEO. RVS ATCT advised Jenks County Sheriff notified at requesting to dispatch officer to locate operator and cease UAS operations impacting airport operations. RVS ATCT will continue to advise HQ DEN, TSOC informed via the DEN Bridge. 1905 CLOSEOUT: RVS ATCT advises HQ DEN that local Police Department was the operator of the UAS monitoring a festival in the local area. RVS ATCT has requested operations cease due to operational impacts. Dispatch relayed to operator, no further reports have been received and the UAS activity can no longer be directly observed. RVS ATCT advises they will return to normal operation when festival ends at 1930. NFA. AWO, JH notified.","5/1/2021","18:31","2021-05-01T18:31Z",NA,"DEN","UAS","MOR","RVS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM SE of RVS",NA
"Joint Base Pearl Harbor-Hickam Command Post reports a UAS sighting by a person on the ground near the navy yard dry docks, 3 NM NW HNL. Security Forces conducted a sweep of the area with negative results. 0007 HNL reported no sightings or impacts.  ","5/13/2021","23:30","2021-05-13T23:30Z",NA,"DEN","UAS",NA,"HQ DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","3 NM NW HNL",NA
"Local pilot provided in-person report of a single UAS operating approximately 1 NM W of TKA airport within class E airspace. Approximate altitude 200 feet, travelling N to S, parallel to Alaska Railroad train tracks. No evasive action reported by aircraft. No impact to airport operations, no LEO notification provided on MOR.","6/11/2021","21:38","2021-06-11T21:38Z",NA,"DEN","UAS","MOR","TKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM W of TKA",NA
"1820 EDT / 2220 UTC 6/27/2021
N78ER C172 was 10 NM SW of BWI, heading NE on a 040 heading planning to overfly BWI midfield at 1100 feet. N78ER advised BWI that they encountered 3 drones, 2 yellow and 1 red at 1100 feet heading 210. N78ER advised that the drones were not lit and they had to perform light evasive maneuvers to avoid the drones. N78ER proceeded on course. BWI reported drone activity on frequency. ","6/27/2021","22:07","2021-06-27T22:07Z","N78ER","JATOC","UAS",NA,"BWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SW of BWI",NA
"1448 EDT / 1848 UTC  06/29/2021
N5088L observed a UAS off the right side while N bound at 2500 feet, 1 NM W of S Bethlehem, NY (4B0). Evasive action was taken. NM AC filed. LEO notified at Bethlehem, NY","6/29/2021","18:29","2021-06-29T18:29Z","N5088L","JATOC","UAS",NA,"ALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM W of ALB",NA
