"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR"
2018-09-17,"23:02","2018-09-17T23:02Z","N560A","DEN","UAS",NA,"LZU","PIC reported a UAS off the right side while SW bound at 1,700 feet 1 NM SW of LZU. No evasive action taken. Lawrenceville Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-17,"23:50","2018-09-17T23:50Z","SWA4394","DEN","UAS",NA,"D10","PIC reported a UAS passed 200 feet above while on departure climb at 2,800 feet 4 NM SE of DAL. No evasive action taken. DFW DPS notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-17,"23:56","2018-09-17T23:56Z","SOONR11","DEN","UAS",NA,"D10","PIC reported an orange UAS N bound between 3,000-3,500 feet off right side while N Bound at 3,500 feet 5 NM N of AFW. No evasive action taken. DFW DPS notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-18,"01:17","2018-09-18T01:17Z","NKS842","DEN","UAS",NA,"SBN","PIC reported a white UAS off right side while N bound at 12,000 feet 12 NM SE of OXI. No evasive action taken. La Porte, IN Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-18,"08:08","2018-09-18T08:08Z","JBU1042","DEN","UAS",NA,"JFK","Reported sighting a UAS operation 500 feet above and off of the left side while at 500 feet on a 1 mile final to RWY 22R. No evasive action taken. NYPD Aviation notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-18,"23:02","2018-09-18T23:02Z","CGYMC","DEN","UAS",NA,"LAX","PIC reported a UAS while on short final RWY 25L at 2,500FT. Color and size of UAS not reported. No evasive action taken. LAX airport PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"02:43","2018-09-19T02:43Z","N2606Y","DEN","UAS",NA,"FAY","Reported a large grey delta shaped UAS pass within 200 feet at the 11 o'clock position at 4,000 feet 1 NM SW of Pope AAF, Fayetteville, NC. No evasive action taken. No LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"02:52","2018-09-19T02:52Z","N217JK","DEN","UAS",NA,"HTS","Reported a small silver round UAS at 8,000 feet 10 NM N of HTS. No evasive action taken. OH State Police notified at. WV State Police notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"04:17","2018-09-19T04:17Z","N15035","DEN","UAS",NA,"FTW","Reported a black and silver UAS pass 50 feet below left wing while S bound at 8,500 feet 3 NM W of FTW. No evasive action taken. DFW OPS notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"04:58","2018-09-19T04:58Z","N79048","DEN","UAS",NA,"FAT","Reported a white UAS below aircraft while NW bound at 800 feet vicinity of FAT. No evasive action taken. Fresno PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"08:04","2018-09-19T08:04Z",NA,"DEN","UAS",NA,"VNY","A pilot on the ground reported a black UAS operating at 400 feet 1 NM NE of VNY. The UAS was located on the base leg to RWY 16L. Aircraft doing pattern work did not notice the UAS. No evasive action reported. LAPD Aviation Unit notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"22:22","2018-09-19T22:22Z","RPA3718","DEN","UAS",NA,"SAT","Pilot reported a UAS at 1,200 feet on 1.5 NM final. Description was not reported. UAS passed within 100 feet of aircraft. No evasive action taken. San Antonio PD contacted at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-20,"03:24","2018-09-20T03:24Z",NA,"DEN","UAS",NA,"ZLC","An Air Ops Branch Managerfrom the Nern Utah Inter-agency Fire Dispatch Center, observed a UAS within the confines of FDC NOTAM 8/4324. Type and altitude of UAS unknown. Activity in the Sern part of the TFR was suspended for 30 minutes. No evasive action reported. 0101 HQ DEN reached out to the Air OPS manager. They advised they had passed the UAS information on to their company security officer, and the Air dispatcher.Official LEO components that were advised are still unknown. 0157 HQ DEN reached out to numerous local LEO, they are all attempting to locate the UAS pilot via traditional and social media avenues, as of now without success. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,"01:31","2018-09-21T01:31Z",NA,"DEN","UAS","PAGED","NTD","Ground personnel observed a UAS operatinginside the base perimeter fenceat 100 feet 1.5 NM ENE of NTD. No impact to flight OPS. Base Police dispatched to scene observed the UAS operator outside the perimeter fence VCNTY intersection of Pacific Coast HWY-1 and Las Posas Rd.UAS operator fledthearea in a dark-red Dodge van. Base Police phone number:. HQ DEN notified the Ventura County Sheriff at, they will broadcast the INFO to patrol units in the area.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,"03:57","2018-09-21T03:57Z","RPA4532","DEN","UAS",NA,"JFK","PIC reported a UAS while ESE bound at 1,600FT 10 NM NW JFK. No evasive action taken. NYPD Aviation Unit notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,"19:47","2018-09-21T19:47Z","G72315","DEN","UAS",NA,"SJU","Reported a quad copter UAS 0.5 mi SE of SJU airport at 600ft. No evasive action was taken. PRPD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,"21:55","2018-09-21T21:55Z","RAWHD71","DEN","UAS",NA,"ZMA","UAS at 18,000 feet while S bound at the same altitude 20 mi W Miami. No evasive action taken. FBI notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"00:52","2018-09-22T00:52Z","AAL1702","DEN","UAS",NA,"P50","PIC reported a UAS at 12 o'clock 400FT below while N bound at 4,000FT 6 NM E PHX. No description of UAS reported. No evasive action taken. Phoenix Airport Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"02:36","2018-09-22T02:36Z","SKW4621","DEN","UAS",NA,"M98","PIC reported a metallic-red UAS off right side at same altitude while WNW bound at 4,400 feet 2 NM NW of MSP. No evasive action taken. MSP Airport Police notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"03:37","2018-09-22T03:37Z","CGOSO","DEN","UAS",NA,"APA","PIC reported a UAS off left side 500 feet above while S bound at 6,000 feet 3 NM N of APA. No evasive action reported. Arapahoe County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"04:18","2018-09-22T04:18Z","UAL1270","DEN","UAS",NA,"WOC","PIC reported a UAS 200FT directly above Aircraft at 20,000FT in VCNTY of Kirksville, MO. No evasive action taken. LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"21:58","2018-09-22T21:58Z","N2466X","DEN","UAS",NA,"PMP","Reported a UAS approximately 3 feet wide at 1,500 feet over S end of landfill. No evasive action taken. Broward County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"22:02","2018-09-22T22:02Z","N58LU","DEN","UAS",NA,"PMP","Reported a UAS at 700 feet .5 E of PMP. No evasive action taken. Broward County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"22:13","2018-09-22T22:13Z","SKW4505","DEN","UAS",NA,"MSP","Reported a UAS while SE bound at 2,000 feet, 2 NE of MSP. No evasive action taken. Richland PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"22:43","2018-09-22T22:43Z","AAL1665","DEN","UAS",NA,"CLT","PIC reported a black quad-copter UAS at 5,000 feet while S bound 3 NM N of CLT. No evasive action taken. CLT Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-22,"23:06","2018-09-22T23:06Z","N703CD","DEN","UAS",NA,"WOC","PIC reported a white UAS at 11,000FT while NNW bound 20 NM S DEN. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"00:55","2018-09-23T00:55Z","N5766J","DEN","UAS",NA,"BUR","PIC reported a black quad-copter at 1,000FT while heading SSE bound 10 NM S BUR. No evasive action taken. LAPD Aviation Unit notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"04:43","2018-09-23T04:43Z","GJS4540","DEN","UAS",NA,"C90","PIC reported a small white object pass 2,000 feet below while NW bound at 10,000 feet 8 NM SE of ORD. PICcould not determine a balloon or UAS. No evasive action reported. FBI notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"21:15","2018-09-23T21:15Z","N56210","DEN","UAS",NA,"FRG","Reported a UAS pass off left side. No description given. No evasive action taken. LEO's not notified due to lack of information. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"22:01","2018-09-23T22:01Z","N2604","DEN","UAS",NA,"WOC","Reported a black and yellow quad copter UAS hovering at 3,900 FT 28 W of ORD over farmland. No evasive action taken. FBI notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"22:44","2018-09-23T22:44Z","RPA4652","DEN","UAS",NA,"CLT","Reported a black quad copter UAS 700 FT below Aircraft while S bound at 1,000 FT, 0.5 NM NNW of CLT. Charlotte ARPT PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"22:51","2018-09-23T22:51Z",NA,"DEN","TOI-TFR","TOI, UAS, VIP","HQ DEN","Bedminster, NJTOI #2:SBJ0760292Pilots report a black UAS orbiting while on final to RWY 06 TEB: N546QS GLF5 4 NM SW of TEB at 1,200 feet, TFF968 GLF4 7 NM SW of TEB at 1,500 feet. No evasive action taken. NY/NJ Port Authority Police notified at. TEB will complete MOR. NFA. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"23:02","2018-09-23T23:02Z","N2444H","DEN","UAS",NA,"SGJ","Pilot reported UAS while departing RWY 13. No description given. No evasive action taken. LEO not notified due to lack of information . ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"23:06","2018-09-23T23:06Z","N537A","DEN","UAS",NA,"Y90","Pilot reported a UAS in the 3 O'clock position at 2,500 feet, 7 NM W of Harford Airport. No evasive action reported. LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"00:39","2018-09-24T00:39Z","N2050S","DEN","UAS",NA,"WOC","Aircraft reported UAS while Wbound on downwind at 2,500 feet. Reported UAS heading Wbound 100 feet below aircraft in the VCNY of Phoenix. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"01:12","2018-09-24T01:12Z","N56210","DEN","UAS",NA,"ATO","Pilot reported a UAS off left side at UNKN altitude in VCNTY of Farmingdale. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"01:17","2018-09-24T01:17Z","N546QS","DEN","UAS",NA,"ATO","Pilot reported a black UAS orbiting while ENE bound at 1,200 feet, 4 NM SW TEB on final to RWY 06. No evasive action taken. NY/NJ Port Authority Police Notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"01:31","2018-09-24T01:31Z","TFF968","DEN","UAS",NA,"TEB","Pilot reported a black UAS orbiting while ENE bound at 1,500 feet 7 NM SW of TEB. No evasive action taken. NY/NJ Port Authority notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"01:52","2018-09-24T01:52Z","KAP211","DEN","UAS",NA,"SJU","Pilot reported a white and blue UAS at b600 feet below the right side while W bound at 3,000 feet, 5 NM S San Juan Airport. San Juan PD notified at 787-791-333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"04:08","2018-09-24T04:08Z","DLH424","DEN","UAS",NA,"A90","Pilot reported a UAS at 12 o'clock position while NE bound at 2,500 feet over Salem, MA. No evasive action taken. Massachusetts State PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"04:51","2018-09-24T04:51Z",NA,"DEN","UAS",NA,"NGU","Navy Base Norfolk, VA ship security personnel reported a black UAS flying 60-70 feet over the water near Pier-10. Personnel lost sight of the UAS when it flew between 2 ships. Base Military Police and Harbor Police notified at and will patrol the area. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"04:55","2018-09-24T04:55Z","N730U","DEN","UAS",NA,"CAK","Pilot reported a red UAS off left side while SE bound at 4,500 feet 10 NM E of Akron. No evasive action taken. Stark County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"05:03","2018-09-24T05:03Z","N730U","DEN","UAS",NA,"CAK","Pilot reported agreen UAS off left side while SE bound at 4,500 feet 15 NM SE of Akron. No evasive action taken. Stark County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"00:12","2018-09-25T00:12Z",NA,"DEN","UAS",NA,"JFK","A civilian in a vehicle reported a grey UAS approximately 300 feet 2-3 miles N of JFK. No Aircraft involved. NYPD Aviation unit notified at and Nassau County Sheriff Aviation Unit notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"00:51","2018-09-25T00:51Z","NDU608","DEN","UAS",NA,"IWA","Pilot reported a small brown UAS near the approach end of RWY 30R, hovering at 100 feet while aircraft was at 2,000 feet. on a right base leg to same RWY, 2 NM E of Phoenix-Mesa Gateway Airport. No evasive action taken. Mesa PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"02:04","2018-09-25T02:04Z","N283EM","DEN","UAS",NA,"I90","pilot reported a white fixed wing UAS fly 1500 feet below aircraft while WSW bound at 3,000 feet, 18 NM E of IAH. No evasive action taken. Houston FBI notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"04:12","2018-09-25T04:12Z","ENY4172","DEN","UAS",NA,"MIA","Pilot reported a white UAS at 12 O'clock position 500 feet below aircraft while W bound at 5,300 feet on final to MIA. No evasive action taken. Miami-Dade PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"20:41","2018-09-25T20:41Z","JBU1081","NCRCC","UAS",NA,"PCT","The flight encountered a UAS at 1,500 feet landing runway 20 at RIC.No evasive action taken.PCT is contacting local law enforcement.1602:PCT contacted Hanover county Sheriff at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"21:17","2018-09-25T21:17Z","N286BA","NCRCC","UAS",NA,"PCT","Two UAS's reported at 1,500 feeton 8 mile final to runway 20 at RIC.The pilot described them as black. No evasive action taken. Locationappears to be Hughes Corner E of Mechanicsville, VA. Hanover County Sheriff contacted at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"22:07","2018-09-25T22:07Z",NA,"NCRCC","UAS",NA,"NCRCC","Walter Reed UAS operations from 1400-1600 local. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"23:27","2018-09-25T23:27Z","N286BA","DEN","UAS",NA,"PCT","Pilot reported two black UAS, 8 NM NE of Richmond, VA. No altitude reported. No evasive action taken. Hanover County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-26,"01:15","2018-09-26T01:15Z","N184LW","DEN","UAS",NA,"ADS","Pilot reported a large white multi-rotor UAS pass 300 feet below aircraft while on departure at 2,000 feet. No evasive action taken. DFW DPS notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-26,"01:19","2018-09-26T01:19Z","C2304","DEN","UAS",NA,"WOC","Pilot reported a white twin-rotor UAS on a 5 NM final to RWY 09L, at 1,3000 feet. No evasive action taken. Local aviation PD notified. Local Aviation PD phone numbernot provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-28,"03:12","2018-09-28T03:12Z","GKA609","DEN","UAS",NA,"SDM","Jumper reported a UAS while N bound at 2,000-3,000 feet 2 NM N San Diego, CA. No evasive action taken. Law enforcement was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-28,"23:49","2018-09-28T23:49Z","JIA5109","DEN","UAS",NA,"ROC","Reported observing a UAS SE bound at Irondequoit Bay off the left side while NW bound at 2,500 feet, 7 miles NE of ROC. No evasive action taken. Monroe County Sheriff 911 Center was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-29,"01:33","2018-09-29T01:33Z",NA,"DEN","UAS",NA,"S46","Reports they received a UAS Lost Link notification from USMC Security Forces.Last known position was within P51, heading Sbound, 600 feet, with approximately 12 minutesof battery life remaining. 1810 UPDATE: HQ DEN contacted S46 to determine more specific location. S46 advised thatthe unit could only provide a grid map position. NWnotified. 1820 CLOSEOUT: HQ DEN contacted the USMC operator who advised the UAS (Raven)has not been located and likely ran out of batteries and crashed. HQ DENrequested the operator to advise Chain-of-Command that future lost link notificationsshould include a common aviationlast known position report (GPS LAT/LONG or FRD)sinceS46 or DEN do not havethe referenced grid map. HQ DEN requested the unit also notify S46 with any updates on the event. JH ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-29,"04:31","2018-09-29T04:31Z","CONN216","DEN","UAS",NA,"SFB","Aircraft reported, black and grey, quad copter UASat 500 feet VCNTY offlight school dormitory. No evasive action taken. Seminole County Sheriff dispatch notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-29,"06:27","2018-09-29T06:27Z","FDX1363","DEN","UAS",NA,"NCT","Reported sighting a black UAS at the same altitude off of the left side while at 4,500 feet, 16 miles ESE of Oakland. No evasive action reported. Freemont PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-29,"21:00","2018-09-29T21:00Z","N776PA","DEN","UAS",NA,"F11","PIC reported a white UAS off right side 300 feet below while SE bound at 1,500 feet 13 NM SW of ORL. No evasive action taken. Orange County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"01:36","2018-09-30T01:36Z","DAL193","DEN","UAS",NA,"A80","Reported observing a silver and white 4 rotor UAS operating at 3,000 feet on the final to RWY 27L, 4 miles W of ATL. A second observation by another aircraft observed the same color UAS operating off of departure RWY 26L between 1,500 and 3,000 feet. Neither aircraft took evasive action. Clayton County Sheriff was notified via 911. Fulton County Airport PD was notified at. Note; Departures using RWY 26L were briefly halted while Atlanta PD Helicopter AIR1 combed the area on a N to sough pattern.Sighting reports terminated once AIR1 vacated the area. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"03:29","2018-09-30T03:29Z","HRT924","DEN","UAS",NA,"PBI","Reported observing a UAS off his 1 o'clock position operating 500 feet above whileSbound toRWY 10L at 2,500 feet.Evasive action not reported. Palm Beach Sheriff notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"05:02","2018-09-30T05:02Z",NA,"DEN","UAS",NA,"ORF","NAS Norfolk reported sighting a twin blade, grey UAS operating between 300-400 feet in the vicinity of Pier 12. NAS Security Forces were notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"05:26","2018-09-30T05:26Z","DAL1685","DEN","UAS",NA,"ORF","Reported observing a 2 foot diameter UAS while on 2 mile final to RWY 05. No evasive action taken. Norfolk International Airport Authority notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"08:01","2018-09-30T08:01Z","CHP37","DEN","UAS",NA,"SJC","HELO observed UAS activity W of Levi Stadium. No Aircraft were impacted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"00:42","2018-10-01T00:42Z","AVA002","DEN","UAS",NA,"WOC","Pilot reported a blue UAS at 2,500 feet, 12 NM W of MIA. Evasive action was not reported. Miami-Dade PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"01:26","2018-10-01T01:26Z","N75SK","DEN","UAS",NA,"I90","Pilot reported a white and red top UAS while SSE bound at 4,000 feet, 28 NM ESE of IAH. No evasive action taken. FBI notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"01:56","2018-10-01T01:56Z","SWA4207","DEN","UAS",NA,"WOC","Pilot reported multiple 2-Rotor UAS while SE bound from the 1 O'clock position at 1,000 feet, 2 NM DE of DAL. No evasive action taken. Airport DPS notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"02:06","2018-10-01T02:06Z","SKW3379","DEN","UAS",NA,"WOC","Pilot reported a UAS off right side of aircraft at 2,000 feet while SE bound while departing DAL. DFW DPS notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"03:35","2018-10-01T03:35Z","N341DC","DEN","UAS",NA,"N90","Pilot reported a UAS form 3 o'clock position while WSW bound at 6,000 feet, 5 NM NE of Newark. No evasive action taken. NH State PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"03:37","2018-10-01T03:37Z","EDV5005","DEN","UAS",NA,"LGA","Reported observing a UAS operating at 1,500 feet while SW bound at 1,700 on final 5 miles NE of LGA. No evasive action taken. NYPD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"04:01","2018-10-01T04:01Z","EDV5005","DEN","UAS",NA,"WOC","Pilot reported a red UAS at 1,700 feet, 5 NM NE of LGA. No evasive action taken. NYPD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"04:23","2018-10-01T04:23Z","TPR9","DEN","UAS",NA,"BWI","Trooper 9 reported a black UAS with 100 feet fo aircraft at 1,800 feet in VCNTY of Hart Miller Island. No evasive action reported. LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,"04:47","2018-10-01T04:47Z","EDV3452","DEN","UAS",NA,"N90","Pilot reported a black UAS 500 feet below aircraft at 3,000 feet at 12 O'clock, while NE bound, 7 NM SW LGA. No evasive action reported. NYPD Aviation Unit notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-02,"02:41","2018-10-02T02:41Z","N816JH","DEN","UAS",NA,"CAK","Pilot reported a silver UAS at same altitude from the 11 O'clock position while NE bound at 5,000 feet 10 NM S of CAK. No evasive action taken. Summit County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-02,"04:07","2018-10-02T04:07Z","N139DA","DEN","UAS",NA,"ROA","Reported a UAS pass 200-300 feet below aircraft while 3 NE of ROA at 2,400 feet. No evasive action taken. Law enforcement was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-02,"22:41","2018-10-02T22:41Z",NA,"NCRCC","UAS",NA,"TSOC","Walter Reed UAS operations 1430-1630 local. 1604: Operation terminated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-02,"23:52","2018-10-02T23:52Z","N479ER","DEN","UAS",NA,"SGJ","Pilot reported a UAS operating 600 feet to 800 feet while SE bound at unknown altitude, 1.5 NM NW SGJ. No evasive action reported. St. Johns County PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-03,"01:11","2018-10-03T01:11Z","RPA6052","DEN","UAS",NA,"N90","Pilot reported a yellow UAS at 9 O'clock position at same altitude while SW bound at 3,000 feet, 10 NM NE of LGA. No evasive action reported. NYPD Aviation notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-03,"01:48","2018-10-03T01:48Z","GAJ834","DEN","UAS",NA,"TEB","Pilot reported an orange, red and black UAS below aircraft while on 6 NM final to RWY 19 at 2,000 feet. No evasive action taken. LEO notification unknowndue to ATCT shift change.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-03,"23:42","2018-10-03T23:42Z","G72093","DEN","UAS",NA,"MFE","PIC reported a black quad-copter UAS 200FT below while W bound at 1,000FT 1 NM S McAllen Airport. No evasive action reported. McAllen airport ops notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-04,"02:27","2018-10-04T02:27Z",NA,"NCRCC","OTHER","PAGED, UAS","NCRCC","FRZ UAS Operation: Lake Accotink Park (DCA257009.5), AOB 400 feetuntil 1930L, PCT and DCA notified.2243: UAS operation terminated. DCA and PCT notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-04,"03:29","2018-10-04T03:29Z","SWA1156","DEN","UAS",NA,"LAX","Aircraft reported 2 black UAS off the right side between 1,000 and 1,300 feet while W bound on a 2 mile final RWY 24R at LAX. No evasive action taken. LAX Airport Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-04,"04:05","2018-10-04T04:05Z","UAL727","DEN","UAS",NA,"NCT","PIC reported a UAS at same altitude while E bound at 12,000FT 15 NM NE Oakland Airport. No evasive action reported. Danville PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
