"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR"
2018-08-11,"04:07","2018-08-11T04:07Z","SWA2130","DEN","UAS",NA,"SAN","PIC reported a UAS was following Aircraft while W bound at 4,000 feet on 10 NM final to RWY 27. No evasive action taken. San Diego Harbor Police notified at 619-686-8000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-11,"04:15","2018-08-11T04:15Z","AAL491","DEN","UAS",NA,"SAN","Aircraft executed a missed-approach while on short final to RWY 27 at 900 feet after a UAS was reported on frequency by the previous arriving Aircraft that was just ahead of AAL491. PIC neversaw the UAS. San Diego Harbor Police notified at 619-686-8000, LEO sentan officerto SAN ATCT andinterviewed tower personnel. LEO will patrol the area. The missed-approach caused the Aircraft a 13 minute arrival delay. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-12,"01:21","2018-08-12T01:21Z","ENY3619","DEN","UAS",NA,"GSO","PIC reported passing a UAS while on final to RWY 23R. No other details reported. No evasive action reported.Guillford County Police notified, phone number not provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-12,"01:27","2018-08-12T01:27Z","EJM604","DEN","UAS",NA,"MDW","PIC reported a small UAS 500 feet above while SW bound at 3,000 feet on downwind for RWY 4R 3 NM S of MDW. No evasive action reported. FBI notified at 312-829-2677.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-13,"00:21","2018-08-13T00:21Z","N785MM","DEN","UAS",NA,"BUR","Aircraft reported a black and yellow UAS passed 100 feet below while departing RWY 07R. No evasive action taken. LAPD notified 212-975-2368.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-13,"00:51","2018-08-13T00:51Z","ASQ4335","DEN","UAS",NA,"N90","Aircraft reported a white copter UAS off the right side at 1,200 feet while on a 3.5 mile final RWY 4R EWR. No evasive action taken. New Jersey State Police notified at 609-963-6817. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-13,"04:38","2018-08-13T04:38Z","ASA8","DEN","UAS",NA,"N90","Aircraft reporteda UAS passing off the right side while on a 10 mile final RWY 4 at 2,000 feet. No evasive action was taken. New Jersey State Police notified at 609-963-6817.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-14,"02:49","2018-08-14T02:49Z","GAJ874","DEN","UAS",NA,"CLE","PIC reported a small quad copter UAS 50FT above Aircraft while ENE bound at 150FT on final RWY 6L. No evasive action taken. Cleveland city operations law enforcement notified at 216-265-6055.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-14,"03:37","2018-08-14T03:37Z",NA,"DEN","UAS",NA,"LMT","Klamath ATCT advised the airport managerof unidentified UAS operating near the approach end of RWY 14. Multiple aircraft operating in the pattern but no impact to operations. No evasive action taken. Klamath Sheriff office notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-15,"00:55","2018-08-15T00:55Z","N250AK","DEN","UAS",NA,"TEB","PIC reported a white quad copter UAS pass 300FT below Aircraft while on 7 NM Final RWY 19. No evasive action taken. The Ponya PD was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-15,"22:38","2018-08-15T22:38Z","EIN147","DEN","UAS",NA,"SFO","PIC reported a UAS pass 10 feet off the left side on 10 NM final to RWY 28R. Evasive action not reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-15,"23:27","2018-08-15T23:27Z","DAL1235","DEN","UAS",NA,"ATL","PIC reported a UAS at same altitude while W bound on 6 NM final RWY 27L to ATL. No evasive action taken. ATL PD notified at 404-530-6800.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-16,"03:44","2018-08-16T03:44Z","N93EC","DEN","UAS",NA,"MSY","PIC reported a quadcopter UAS 0.25 NM E RWY 20 operating at 550FT. No evasive action reported. Jefferson Parish Sheriff Dept notified. No further information provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-16,"19:33","2018-08-16T19:33Z","N12SA","DEN","UAS",NA,"ISM","PIC reported a small white quad-copter UAS with orange parachute falling from 1,000 feet while ESE bound at 1,000 feet on 5 NM final to RWY 15. No evasive action taken. Osceola County Sheriff notified at 407-348-2222. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-17,"01:45","2018-08-17T01:45Z","N803SC","DEN","UAS",NA,"ILM","PIC reported a black quad copter UAS pass below and off the left side while W bound at 500FT on departure RWY 27. No evasive action taken. Wilmington PD notified at 302-378-5785.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-18,"08:59","2018-08-18T08:59Z","UAL1275","DEN","UAS",NA,"LAX","Aircraft observed a blue UAS pass overhead while SW bound at 4,000 feet 15 NM E of LAX in final to RWY 24L. No evasive action was take. No LEO notification.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-18,"09:26","2018-08-18T09:26Z","N899TW","DEN","UAS",NA,"POC","Aircraft observed a UAS at 300 feetoff the departure end of RWY 26R. No evasive action was taken. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-19,"05:08","2018-08-19T05:08Z","SKW5747","DEN","UAS",NA,"ORD","Pilot reported a black 3-4 foot UAS at same ALT while on a 3 NM final to RWY 9L. No Evasive action reported. Chicago PD notified 312-746-6000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-19,"23:30","2018-08-19T23:30Z","N888KY","DEN","UAS",NA,"IND","Pilot reported UAS 50 feet below Aircraft on departure from RWY 15. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-20,"05:11","2018-08-20T05:11Z","SKW3610","DEN","UAS",NA,"N90","Reported observing a white UAS at 2,500 feet, 2 miles S of LGA after departing from RWY 13. No evasive action reported. NYPD Aviation Unit notified at 718-692-1220. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-20,"05:13","2018-08-20T05:13Z","SBE600","DEN","UAS",NA,"TEB","Reported observing a UAS while WSW bound on an 8 mile final to RWY 24. No evasive action taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-20,"09:14","2018-08-20T09:14Z","ACA728","DEN","UAS",NA,"LGA","Aircraft observed a quad-copter UAS 100 feet off the right side while NE bound at 700 feet 1.5 NM SW of LGA on final to RWY 4. No evasive action was taken. New York PD Aviation Unit notified at 718-692-1220.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-21,"15:09","2018-08-21T15:09Z",NA,"DEN","UAS",NA,"ZAN","Passenger in terminal reported a UAS between the runways at street level. Lights were observed but no sounds. No Aircraft in VCNTY. RWY FOD checks conducted with negative findings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-22,"02:27","2018-08-22T02:27Z","AFR343","DEN","UAS",NA,"BOS","PIC reported a blinking red light UAS approximately 80 feet below Aircraft while NEbound at 300 feet while on short final RWY 4 at BOS. No evasive action taken. Massachusetts State PDnotified at 508-872-2508.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-22,"08:21","2018-08-22T08:21Z","N600FS","DEN","UAS",NA,"FRG","Reported UAS at 1000 feet while on a 5 mile final to RWY 14. Evasive action not reported. L/E notification was not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-24,"00:39","2018-08-24T00:39Z","N5384L","DEN","UAS",NA,"ZBW","PIC reported a UAS 600 feet above while on final to RWY 34. No evasive action taken. LEO notified, agency and phone number not provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-25,"06:13","2018-08-25T06:13Z","ASQ4445","DEN","UAS",NA,"IAH","PIC reported a UAS 300 feet below while E bound at 2,700 feet on 10 NM final to RWY 08R. No evasive action taken. Houston Police notified at 832-395-1995.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-25,"16:59","2018-08-25T16:59Z",NA,"DEN","UAS",NA,"WOC","IAB, McConnell AFB ATCT observed a white UAS with red and green flashing lights SE of RWY 1L/19R at 1,000 feet. No impact to operations. IAB Base Security notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-25,"22:49","2018-08-25T22:49Z","DAL209","DEN","UAS",NA,"JFK","Aircraft reported a UAS pass 1,000 feet below their aircraft while WSW bound at 2,200 feet on approach to RWY 22L at JFK. No evasive action reported. Nassau County PD Aviation Unitnotified 516-573-4000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-28,"02:22","2018-08-28T02:22Z","MSQT384","DEN","UAS",NA,"P50","Observed a black UAS with flashing red lights approximately 200 FT in front of them while on the downwind for RWY 25L, 1.5 NM SE of Phoenix Deer Valley ARPT. No evasive action taken. Phoenix Deer Valley ARPT Air Support unit notified at 602-262-7427.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-28,"21:43","2018-08-28T21:43Z","SKW4603","DEN","UAS",NA,"SLC","Pilot reported a UAS inbound on a 2 NM final to RWY 34L at 4,500 feet. No evasive action taken. SLC Airport PD notified at 801-575-2401. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"20:50","2018-08-30T20:50Z","JBU1992","DEN","UAS",NA,"BOS","Aircraft observed a UAS 125 feet off their right side while NW bound at 300 feet on final to RWY 33L, 1/2 NM SE of BOS. No evasive action taken. Massachusetts State PD notified at 617-468-7300.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-02,"06:59","2018-09-02T06:59Z","DAL455","DEN","UAS",NA,"SFO","Aircraft reported a UAS off the right side while on a 2.5 NM final to RWY 28R at 1,300 feet. No evasive action reported. Unknown if LEO were notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"07:29","2018-09-04T07:29Z","CMB520","DEN","UAS",NA,"SEA","Aircraft reported a shiny black UAS passed 30 feet above their aircraft while on 3 NM final to RWY 34R at 2,000 feet. No evasive action reported. Port of Seattle PD notified at 206-787-3490. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"17:09","2018-09-04T17:09Z","UCA4894","DEN","UAS",NA,"EWR","Pilot reported a black and silver UAS pass 50-100 feet below aircraft, while NE bound at 1,800 feet, on 5 NM final to RWY 4R. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"20:05","2018-09-04T20:05Z","C6NIX","DEN","UAS",NA,"PBI","Pilot reported a white UAS hovering at 500 feet while departing RWY 10L, E bound at 1,000 feet in vicinity of Palm Beach Airport. No evasive action taken. Palm Beach Sheriff notified at 561-471-7450. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"00:53","2018-09-05T00:53Z","AVA002","DEN","UAS",NA,"MIA","PIC reported a quad-copter UAS at 1,500 feet while on 7 NM final to RWY 09. No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"08:23","2018-09-05T08:23Z","PD10","DEN","UAS",NA,"ONT","Aircraft reported that their Dispatch had received a report of a UAS that appeared to have originated from a silver truck E of the ONT airport. PD10 on scene but unable to locate the UAS. SWA6003 reported the UAS while holding short of RWY 26R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-07,"01:08","2018-09-07T01:08Z","UAL1192","NCRCC","UAS","MOR","IAD","DCA-1: Two aircraft reported a drone 1 mile N of RWY 19C at IAD at approximately 2002. Neither aircraft took evasive action and both landed safely. The drone was reported hovering over a construction site. Airport police are heading tothe construction site to investigate. IAD will file MOR.2050 Closeout: Airport Police discovered construction site closed, no findings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-08,"01:43","2018-09-08T01:43Z","SWA3962","DEN","UAS",NA,"D01","Aircraft observed a black and red quad-copter UAS while on 2 NM final to RWY 35R at 1,000 feet. No evasive action taken. Denver PD notified at 720-913-2000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-09,"00:14","2018-09-09T00:14Z","N7873N","DEN","UAS",NA,"ABQ","Aircraft observed a red quad copter 100 feet below while on left downwind to base RWY 08. No evasive action taken. ABQ PD notified 505-764-3288.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-09,"02:45","2018-09-09T02:45Z","N51883","DEN","UAS",NA,"ANC","Aircraft reported a UAS 20 feet below the aircraft while at 1,000 feet on final approach to RWY 25. No evasive action taken. LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-09,"21:11","2018-09-09T21:11Z","ENY3522","DEN","UAS",NA,"ORD","Aircraft observed a UAS pass 50 feet below the Aircraft while E bound at 500 feet on a 2 NM final to RWY 10R. No evasive action was taken. Several Aircraft following ENY3522 reported the same UAS at approximately 1,000 feet. City Control Facility was notified at 773-894-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-10,"05:06","2018-09-10T05:06Z","DAL1523","DEN","UAS",NA,"DTW","Aircraft reported a black UAS 40 feet above them while NNE bound on short final RWY 3R at DTW. No evasive action taken. Detroit Metro Airport PD notified at 734-942-5212. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"22:55","2018-09-13T22:55Z","N100JH","DEN","UAS",NA,"HOU","PIC reported a yellow UAS at 1,500 feet while on 5 NM final to RWY 13R. No evasive action taken. Houston Police notified, phone number not provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-14,"03:21","2018-09-14T03:21Z","QXE2399","DEN","UAS",NA,"STS","PIC reported a black and white UAS at 2,600 feet while on 6 NM final to RWY 14. No evasive action reported. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-15,"00:57","2018-09-15T00:57Z","RPA5957","DEN","UAS",NA,"LGA","Reported sighting a UAS while at 1,800 feet on a 4 mile final to RWY 4. No evasive actionreported. NYPD Aviation Unitwas notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-16,"20:01","2018-09-16T20:01Z","DAL2464","DEN","UAS",NA,"JFK","Reported a UAS off the right side while NW bound at 2,000 feet 8 mile final to RWY 31R. No evasive action taken. Port authority PD notified at 718-244-4333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-18,"08:08","2018-09-18T08:08Z","JBU1042","DEN","UAS",NA,"JFK","Reported sighting a UAS operation 500 feet above and off of the left side while at 500 feet on a 1 mile final to RWY 22R. No evasive action taken. NYPD Aviation notified at 718-244-4333. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-18,"23:02","2018-09-18T23:02Z","CGYMC","DEN","UAS",NA,"LAX","PIC reported a UAS while on short final RWY 25L at 2,500FT. Color and size of UAS not reported. No evasive action taken. LAX airport PD notified at 310-646-4265.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"08:04","2018-09-19T08:04Z",NA,"DEN","UAS",NA,"VNY","A pilot on the ground reported a black UAS operating at 400 feet 1 NM NE of VNY. The UAS was located on the base leg to RWY 16L. Aircraft doing pattern work did not notice the UAS. No evasive action reported. LAPD Aviation Unit notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,"10:04","2018-09-21T10:04Z","SWA4114","DEN","UAS",NA,"PHX","Aircraft observed a UAS 1,000 feet below the Aircraft while SW bound at 2,600 feet2 NM ENE of PHX on final to RWY 26. No evasive action was reported. Phoenix PD notified at 602-262-6151.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"22:51","2018-09-23T22:51Z",NA,"DEN","TOI-TFR","TOI, UAS, VIP","HQ DEN","Bedminster, NJTOI #2:SBJ0760292Pilots report a black UAS orbiting while on final to RWY 06 TEB: N546QS GLF5 4 NM SW of TEB at 1,200 feet, TFF968 GLF4 7 NM SW of TEB at 1,500 feet. No evasive action taken. NY/NJ Port Authority Police notified at 973-792-7077. TEB will complete MOR. NFA. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"23:02","2018-09-23T23:02Z","N2444H","DEN","UAS",NA,"SGJ","Pilot reported UAS while departing RWY 13. No description given. No evasive action taken. LEO not notified due to lack of information . ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-24,"01:17","2018-09-24T01:17Z","N546QS","DEN","UAS",NA,"ATO","Pilot reported a black UAS orbiting while ENE bound at 1,200 feet, 4 NM SW TEB on final to RWY 06. No evasive action taken. NY/NJ Port Authority Police Notified at 973-792-7077. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-25,"00:51","2018-09-25T00:51Z","NDU608","DEN","UAS",NA,"IWA","Pilot reported a small brown UAS near the approach end of RWY 30R, hovering at 100 feet while aircraft was at 2,000 feet. on a right base leg to same RWY, 2 NM E of Phoenix-Mesa Gateway Airport. No evasive action taken. Mesa PD notified at 480-644-2211. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-26,"01:19","2018-09-26T01:19Z","C2304","DEN","UAS",NA,"WOC","Pilot reported a white twin-rotor UAS on a 5 NM final to RWY 9L, at 1,3000 feet. No evasive action taken. Local aviation PD notified. Local Aviation PD phone numbernot provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-28,"03:28","2018-09-28T03:28Z","N6055R","DEN","UAS",NA,"ZSU","Aircraft observed a black UAS off their left wing while on base leg to RWY 9 at 600 feet at SIG. No evasive action taken. San Juan PD notified at 787-793-1234. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"01:36","2018-09-30T01:36Z","DAL193","DEN","UAS",NA,"A80","Reported observing a silver and white 4 rotor UAS operating at 3,000 feet on the final to RWY 27L, 4 miles W of ATL. A second observation by another aircraft observed the same color UAS operating off of departure RWY 26L between 1,500 and 3,000 feet. Neither aircraft took evasive action. Clayton County Sheriff was notified via 911. Fulton County Airport PD was notified at 404-530-3464. Note; Departures using RWY 26L were briefly halted while Atlanta PD Helicopter AIR1 combed the area on a N to sough pattern.Sighting reports terminated once AIR1 vacated the area. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"03:29","2018-09-30T03:29Z","HRT924","DEN","UAS",NA,"PBI","Reported observing a UAS off his 1 o'clock position operating 500 feet above whileSbound toRWY 10L at 2,500 feet.Evasive action not reported. Palm Beach Sheriff notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-30,"05:26","2018-09-30T05:26Z","DAL1685","DEN","UAS",NA,"ORF","Reported observing a 2 foot diameter UAS while on 2 mile final to RWY 5. No evasive action taken. Norfolk International Airport Authority notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-03,"01:48","2018-10-03T01:48Z","GAJ834","DEN","UAS",NA,"TEB","Pilot reported an orange, red and black UAS below aircraft while on 6 NM final to RWY 19 at 2,000 feet. No evasive action taken. LEO notification unknowndue to ATCT shift change.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-04,"03:29","2018-10-04T03:29Z","SWA1156","DEN","UAS",NA,"LAX","Aircraft reported 2 black UAS off the right side between 1,000 and 1,300 feet while W bound on a 2 mile final RWY 24R at LAX. No evasive action taken. LAX Airport Police notified at 310-646-4265.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-06,"03:14","2018-10-06T03:14Z","AAL737","DEN","UAS",NA,"PHL","Aircraft observed a UAS 200 feet above the Aircraft at the 12 o'clock position while E bound at 2,000 feet while on final to .RWY 9R No evasive action was taken. Philadelphia Airport Police notified 215-937-6963.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-06,"03:14","2018-10-06T03:14Z","AAL737","DEN","UAS",NA,"PHL","Aircraft reported a UAS at 12 o'clock position 200FT above while E bound at 2,000FT on final to RWY 9R. No evasive action reported. LEO notification not provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-07,"00:39","2018-10-07T00:39Z","ASH6217","DEN","UAS",NA,"I90","Aircraftobserved a UAS within 200FT on final to RWY 9. No evasive action taken. FBI notified at 713-693-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-08,"05:47","2018-10-08T05:47Z",NA,"DEN","UAS",NA,"DAB","The Chief Flight Instructor for Embry-Riddle reported a UAS at 200 feet approximately a quarter mile E of the departure end of RWY 7R. No aircraft involved. Volusia County Sheriff notified at 386-239-8276.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-08,"18:55","2018-10-08T18:55Z","PDT4788","DEN","UAS",NA,"CLT","Pilot reported a black and silver UAS off right side of aircraft at 2,500 feet on final for RWY 36R. No evasive action reported. LEO notified. (no number provided) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-11,"03:56","2018-10-11T03:56Z","SNTRY60","DEN","UAS",NA,"WOC","PIC reported evasive action to avoid 2 UAS while N bound at 1,600 feet while on short final to RWY 36. Aircraftaborted approach andheld in the airto wait for UAS to clear the area. Aircraft landed at 2253. TIK AFB Security Force notified at 405-734-3737. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-14,"03:50","2018-10-14T03:50Z","CGAJS","DEN","UAS",NA,"BHM","Reported observing a black UAS operating off of the right side at 2,200 feet while on finalto RWY 36.No evasive action taken. Birmingham PD notified at 205-328-9311. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-14,"11:21","2018-10-14T11:21Z","N418DL","DEN","UAS",NA,"PIT","PIC reported a lighted UAS 200 feet below off right side while on 6 NM final to RWY 27 at 3,000 feet. No evasive action taken. PA State Police notified at 724-223-5200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-17,"00:47","2018-10-17T00:47Z","UAL682","DEN","UAS",NA,"LGA","Aircraft reported a UAS off the left side at 1,800 feet while turning final RWY 22, 6 miles NE LGA. No evasive action taken. NYPD notified at 718-692-1220.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-17,"23:57","2018-10-17T23:57Z","EDV5523","DEN","UAS",NA,"ZMP","PIC reported a blue rotorcraft style UAS orbiting above the NARCO final approach to RWY 30L at 4,000FT. No evasive action taken. Minneapolis PD notified at 612-673-3000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-18,"01:38","2018-10-18T01:38Z","N62407","DEN","UAS",NA,"PDX","PIC reported a black UAS at 1,200FT while on 3.5 NM final RWY 31L to Portland-Hillsboro airport. No evasive action taken. Law enforcement not notified because pilot did not give ground reference.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-18,"23:11","2018-10-18T23:11Z","SJE78","DEN","UAS",NA,"ZDC","PIC reported a UAS while on a 2.5 NM final to RWY 1L. No evasive action taken. Dulles Airport PD notified at 571-258-3200. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-19,"20:50","2018-10-19T20:50Z","CFPBC","DEN","UAS",NA,"ZBW","Pilot reported a yellow UAS at 2,000 feet 1 NM S of BOS departing RWY 22R. No evasive action taken. Massachusetts PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-22,"02:13","2018-10-22T02:13Z","N8771C","DEN","UAS",NA,"FFZ","PIC reported a silver UAS while NE bound at 2,300 feet on .5 NM final to RWY 04R. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-22,"02:50","2018-10-22T02:50Z","N5172W","DEN","UAS",NA,"TLH","PIC reported a UAS while on final for OCFRWY 36. No evasive action taken. Leon County Sheriff notified at 850-606-3300. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-22,"05:06","2018-10-22T05:06Z","AAL2500","DEN","UAS",NA,"D10","PIC reported a UAS flew under Aircraft while on 5 NM final to RWY 18R. No evasive action taken. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-22,"23:57","2018-10-22T23:57Z","SWA2489","DEN","UAS",NA,"MSP","Reported a UAS 500 feet below the front of the aircraft while on a 7 NM final to RWY 30L at 3,000 feet. No evasive action reported. Airport PD notified at 612-729-5577.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-23,"19:30","2018-10-23T19:30Z","UAL2731","DEN","UAS",NA,"ORD","PIC reported a quadcopter UAS operating at 4,000FT while on 10 NM final for RWY 27L. No evasive action reported. FBI notified at 312-421-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-25,"04:15","2018-10-25T04:15Z","BTQ817","DEN","UAS",NA,"P50","Pilot reported a white UAS with four rotors at the 3 o'clock position near RWY 25L, while WSW bound at 2,300 feet in the vicinity of Phoenix. No evasive action taken. Phoenix PD notified at 602-262-6151. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
